X,Y,objectid,tnmid,metasource,sourcedata,sourceorig,sourcefeat,loaddate,referenceg,areaacres,areasqkm,states,huc8,name,shape_Leng,shape_Area,EXTERNAL_PERMIT_NMBR,FACILITY_NAME,SIC_CODES,SIC_DESCRIPTIONS,PERM_FEATURE_NMBR,STATE_WATER_BODY_NAME,permit_outfall
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,MAR10039P,HOLYOKE LANDING,,,,TANNERY BROOK (HOLYOKE),MAR10039P_NA
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,MAR10039W,5-9 CENTECH BOULEVARD,,,,SUMMET BROOK,MAR10039W_NA
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,MAR1003A2,INTERSTATE 91 AT INTERCHANGE 18 BRIDGE REPLACEMENT - NORTHAMPTON,,,,"CONNECTICUT RIVER (MA34-04), OLD MILL RIVER",MAR1003A2_NA
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,MAR1003AP,NEWMAN CENTER,,,,MILL RIVER,MAR1003AP_NA
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,MAR1003BD,DWSRF-6662 PHASE 2A WATER MAIN REPLACEMENT PROJECT,,,,LOG POND COVE,MAR1003BD_NA
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,MAR1003BH,"CHESTNUT HILL LOOP BRIDGE REPLACEMENT - MONTAGUE, MA",,,,CHESTNUT HILL BROOK,MAR1003BH_NA
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,MAR1003CH,PINE MEADOWS,,,,TRIBUTARY TO MILL RIVER,MAR1003CH_NA
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,MAR1003CS,"21-0017 CARACAS: WEST SPRINGFIELD, MA - AMOSTOWN ROAD/PEASE AVENUE",,,,"BAGG BROOK, BLOCK BROOK, GOLDINE BROOK",MAR1003CS_NA
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,MAR1003D8,111 THATCHER ROAD AMHERST MA NEWMAN CATHOLIC CENTER,,,,MILL RIVER,MAR1003D8_NA
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,MAR1003EQ,"#2021 WARNER BROS: NORTHAMPTON, MA - RECLAIM STREET PAVING",,,,"CONNECTICUT RIVER, FLORENCE POND, HANNUM BROOK, MILL RIVER, NORTH BRANCH MANHAN RIVER, TURKEY BROOK",MAR1003EQ_NA
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,MAR1003G2,"C114418 CARACAS: AMHERST, MA - NORTHAMPTON ROAD (ROUTES 9 & 116)",,,,"FORT RIVER, UNNAMED STREAMRIVER",MAR1003G2_NA
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,MAR1003GD,KINDRED-BAYSTATE BEHAVIORAL HEALTH HOSPITAL,,,,TANNERY BROOK,MAR1003GD_NA
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,MAR1003HL,"1 ROUNDHOUSE PLAZA, NORTHAMPTON",,,,EXISTING SITE SYSTEMS,MAR1003HL_NA
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,MAR1003IX,MITIGATION - DYNAMIC ENERGY SOLUTIONS - WILLIAMSBURG,,,,"WEST BRANCH MILL RIVER, WEST BRANK MILL RIVER",MAR1003IX_NA
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,MAR1003JF,MT. TOM TRAILHEAD PARK - 96 EAST STREET,,,,MANHAN RIVER,MAR1003JF_NA
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,MAR10BW79,HOME DEPOT,,,,,MAR10BW79_NA
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,MAR10CE19,EAST MEADOW ESTATES (JAMES AND EUGENE LABRIE),,,,,MAR10CE19_NA
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,MAS000017,GRANBY SOLID WASTE FACILITY,"4953",Refuse Systems,,WETLANDS TO STONY BROOK,MAS000017_NA
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,MAU000109,MOUNTAIN PARK AMUSEMENT CO INC,,,,,MAU000109_NA
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,MAU000119,RED BROOK ESTATES,,,,,MAU000119_NA
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,MAU000277,I-91 CONSTRUCTION PROJECT,,,,,MAU000277_NA
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,NH0000311,PAPER SERVICE LIMITED,"2621",Paper Mills,"1",NPR,NH0000311_1
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,NH0001180,ATLANTIC PAPER MILLS OF NH,"2621",Paper Mills,"1",FACILITY NPR,NH0001180_1
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,NH0100382,HINSDALE WWTP,"4952",Sewerage Systems,"1",ASHUELOT RIVER,NH0100382_1
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,NH0100790,KEENE WASTEWATER TREATMENT FACILITY,"4952",Sewerage Systems,"1",ASHUELOT RIVER,NH0100790_1
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,NH0101052,TROY WASTEWATER TREATMENT PLANT,"4952",Sewerage Systems,"1",ASHUELOT RIVER - SOUTH BRANCH,NH0101052_1
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,NHG910023,ATLANTIC PAPER MILLS OF NH,,,,,NHG910023_NA
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,NHNOEJ00E,"KEENE WWTP, CITY OF KEENE, NH",,,,,NHNOEJ00E_NA
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,NHNOEJ020,"SUMMIT PACKAGING SYSTEMS, LLC","3089",Plastics Products,,,NHNOEJ020_NA
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,NHR053023,"FIRST STUDENT, INC. #20556","4151",School Buses,"1",New Run Brook,NHR053023_1
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,NHR053066,C&S AVIATION SERVICES,"4581","Airports, Flying Fields, & Services","3",Unnamed Brook (NHRIV802010301-28) tributary to the,NHR053066_3
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,NHR053066,C&S AVIATION SERVICES,"4581","Airports, Flying Fields, & Services","5",Unnamed Brook (NHRIV802010301-28) tributary to the,NHR053066_5
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,NHR053239,UPS KEENE,"4215","Courier Services, Except By Air",OF1,Ash Swamp Brook,NHR053239_OF1
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,NHR053239,UPS KEENE,"4215","Courier Services, Except By Air",OF2,Ash Swamp Brook,NHR053239_OF2
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,NHR053239,UPS KEENE,"4215","Courier Services, Except By Air",OF3,Ash Swamp Brook,NHR053239_OF3
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,NHR053243,KEENE DILLANT/HOPKINS AIRPORT,"4581","Airports, Flying Fields, & Services","1",Unnamed Tributary to Ashuelot River,NHR053243_1
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,NHR053243,KEENE DILLANT/HOPKINS AIRPORT,"4581","Airports, Flying Fields, & Services","2",Unnamed Tributary to Ashuelot River,NHR053243_2
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,NHR053243,KEENE DILLANT/HOPKINS AIRPORT,"4581","Airports, Flying Fields, & Services","3",Unnamed Tributary to Ashuelot River,NHR053243_3
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,NHR053243,KEENE DILLANT/HOPKINS AIRPORT,"4581","Airports, Flying Fields, & Services","4",Unnamed Tributary to Asheulot River,NHR053243_4
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,NHR053243,KEENE DILLANT/HOPKINS AIRPORT,"4581","Airports, Flying Fields, & Services","5",SOUTH BRANCH ASHUELOT RIVER,NHR053243_5
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,NHR053243,KEENE DILLANT/HOPKINS AIRPORT,"4581","Airports, Flying Fields, & Services","9",Unnamed Tributary to Asheulot River,NHR053243_9
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,NHR053340,"GREATWOODS, LLC","2411",Logging,"1",MIREY BROOK,NHR053340_1
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,NHR10008D,Q166 TRANSMISSION LINE,,,,FASSET BROOK - QUARRY BROOK - UNNAMED BROOK,NHR10008D_NA
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,NHR1000E0,ROXBURY-SULLIVAN,,,,"OTTER BROOK, NHRIV802010201-18, UNNAMED BROOK",NHR1000E0_NA
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,NHR1000EU,CITY OF KEENE ROUTE 12 OVER BEAVER BROOK,,,,"NHRIV802010202-23 BEAVER BROOK, NHRIV802010301-11 ASHUELOT RIVER",NHR1000EU_NA
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,NHR1000HL,381 TRANSMISSION LINE MAINTENANCE AND ACCESS ROAD,,,,"ASHUELOT RIVER, TUFTS BROOK, CONNECTICUT RIVER, UNIDENTIFIED WATER, UNIDENT. WATER, PAUCHAUG BROOK",NHR1000HL_NA
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,NHR1000NM,381/379/A152 TRANSMISSION LINE MAINTENANCE PROJECT,,,,"HOG TONGUE BROOK-UNNAMED BROOK, SPRAGUE BROOK, UNNAMED BROOK TO ASHUELOT RIVER",NHR1000NM_NA
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,NHR1000NN,379/A152 TRANSMISSION LINE MAINTENANCE PROJECT,,,,"BRICKYARD BROOK-TILSEY BROOK-ROARING BROOK, BROAD BROOK-SNOW BROOK-UNNAMED BROOK, RICE BROOK-UNNAMED BROOK, ROCKWOOD BROOK-UNNAMED BROOK, SANDY POINT BROOK, TILSEY BROOK-UNNAMED BROOK-SANDY POND, UNNAMED BROOK TO ASHUELOT RIVER, WILLIS MOUNTAIN BROOK TO FOREST LAKE",NHR1000NN_NA
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,NHR1000O6,379/A152 TRANSMISSION LINE MAINTENANCE PROJECT,,,,"BRICKYARD BROOK-TILSEY BROOK-ROARING BROOK, BROAD BROOK-SNOW BROOK-UNNAMED BROOK, RICE BROOK-UNNAMED BROOK, ROCKWOOD BROOK - UNNAMED BROOK, SANDY POINT BROOK, TILSEY BROOK-UNNAMED BROOK-SANDY POND, UNNAMED BROOK TO ASHUELOT RIVER, WILLIS MOUNTAIN BROOK TO FOREST LAKE",NHR1000O6_NA
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,NHR1000SR,381/379/A152 TRANSMISSION LINE MAINTENANCE PROJECT,,,,"HOG TONGUE BROOK-UNNAMED BROOK, SPRAGUE BROOK, UNNAMED BROOK TO ASHUELOT RIVER",NHR1000SR_NA
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,NHR1000SX,TOWN OF SWANZEY - EATON ROAD RECONSTRUCTION,,,,"NHRIV802010401-15 ASHUELOT RIVER, NHRIV802010401-34 UNNAMED BROOK, NHRIV802010401-36 UNNAMED BROOK, NHRIV802010401-37 UNNAMED BROOK",NHR1000SX_NA
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,NHR1000Y4,SWANZEY 40485,,,,"NHRIV802010303-23, SOUTH BRANCH ASHUELOT RIVER",NHR1000Y4_NA
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,NHR1000Y7,"NHDOT SWANZEY X-A004(415), 40485",,,,NHRIV802010303-23 SOUTH BRANCH ASHUELOT RIVER,NHR1000Y7_NA
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,NHR1000YV,L163/X104 TRANSMISSION LINE 2020 STRUCTURE REPLACEMENT PROJECT,,,,"ASHUELOT RIVER, BEAVER BROOK, FERRY BROOK, FRANKLIN PIERCE LAKE, NORTH BRANCH RIVER, OTTER BROOK, SALMON BROOK, STEELS POND, UNNAMED STREAM",NHR1000YV_NA
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,NHR100108,"EAST SHORE ROAD RECONSTRUCTION, SWANZEY, NH",,,,PERRY BROOK,NHR100108_NA
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,NHR100115,STONE MOUNTAIN BUSINESS PARK,,,,LILY POND,NHR100115_NA
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,NHR10012M,PINE STREET RECONSTRUCTION,,,,ASHUELOT RIVER,NHR10012M_NA
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,NHR100137,379 TRANSMISSION LINE STRUCTURE REPLACEMENT PROJECT,,,,"BROAD BROOK-SNOW BROOK-UNNAMED BROOK, NESTOR BROOK-TO WEST HILL RESERVOIR, RICE BROOK-UNNAMED BROOK",NHR100137_NA
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,NHR10018H,SOUTH WINCHESTER AREA RECONSTRUCTION,,,,"ASHUELOT RIVER, CALIFORNIA BROOK, UNNAMED WETLANDS",NHR10018H_NA
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,NHR10018Z,2021 L163 TRANSMISSION LINE STRUCTURE REPLACEMENT PROJECT,,,,"ASHUELOT RIVER, BEAVER BROOK, GRANIT LAKE, HUBBARD BROOK, MELVILLE BROOK, MORSE BROOK, NORTH BRANCH RIVER, OTTER BROOK, UNNAMED BROOK",NHR10018Z_NA
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,NHR1001B3,2021 D108 TRANSMISSION LINE STRUCTURE REPLACEMENT PROJECT,,,,"ASHUELOT RIVER, ASHUELOT RIVER DAM POND, MILL CREEK",NHR1001B3_NA
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,VT0000868,TRANSCANADA HYDRO NORTHEAST - VERNON,,,"1",Connecticut River,VT0000868_1
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,VT0000868,TRANSCANADA HYDRO NORTHEAST - VERNON,,,"2",Connecticut River,VT0000868_2
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,VT0000868,TRANSCANADA HYDRO NORTHEAST - VERNON,,,"3",Connectcut River,VT0000868_3
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,VT0000922,SPRINGFIELD MUNICIPAL SWIMMING POOL,,,"1",Black River,VT0000922_1
,,1,{F6F2E9B1-7475-4E6F-A595-57842814F48D},,,,,2020/11/16,,651542.8,2636.7,"MA,NH,VT","01080201",Ashuelot River-Connecticut River,5.40435447297,0.289404550601,VTS006680,NATIONAL GRID OPERATIONS AND MAINTENANCE BUILDING PROJECT,,,,,VTS006680_NA
,,1,{202F9EA7-D797-4B0A-AEE9-B65D017CD3BD},,,,,2020/11/16,,249014.78,1007.73,"MA,NH","01080202",Millers River,2.65971612764,0.110622664991,MA0000469,SEAMAN PAPER OF MASSACHUSETTS,"2621",Paper Mills,"1",OTTER RIVER,MA0000469_1
,,1,{202F9EA7-D797-4B0A-AEE9-B65D017CD3BD},,,,,2020/11/16,,249014.78,1007.73,"MA,NH","01080202",Millers River,2.65971612764,0.110622664991,MA0001350,L.S. STARRETT COMPANY,"3545",Machine Tool Accessories,"2",MILLERS RIVER,MA0001350_2
,,1,{202F9EA7-D797-4B0A-AEE9-B65D017CD3BD},,,,,2020/11/16,,249014.78,1007.73,"MA,NH","01080202",Millers River,2.65971612764,0.110622664991,MA0001350,L.S. STARRETT COMPANY,"3545",Machine Tool Accessories,"4",MILLERS RIVER,MA0001350_4
,,1,{202F9EA7-D797-4B0A-AEE9-B65D017CD3BD},,,,,2020/11/16,,249014.78,1007.73,"MA,NH","01080202",Millers River,2.65971612764,0.110622664991,MA0001350,L.S. STARRETT COMPANY,"3545",Machine Tool Accessories,"5",MILLERS RIVER,MA0001350_5
,,1,{202F9EA7-D797-4B0A-AEE9-B65D017CD3BD},,,,,2020/11/16,,249014.78,1007.73,"MA,NH","01080202",Millers River,2.65971612764,0.110622664991,MA0001350,L.S. STARRETT COMPANY,"3545",Machine Tool Accessories,"7",MILLERS RIVER,MA0001350_7
,,1,{202F9EA7-D797-4B0A-AEE9-B65D017CD3BD},,,,,2020/11/16,,249014.78,1007.73,"MA,NH","01080202",Millers River,2.65971612764,0.110622664991,MA0100005,ATHOL W W T P,"4952",Sewerage Systems,"1",MILLERS RIVER,MA0100005_1
,,1,{202F9EA7-D797-4B0A-AEE9-B65D017CD3BD},,,,,2020/11/16,,249014.78,1007.73,"MA,NH","01080202",Millers River,2.65971612764,0.110622664991,MA0100161,ROYALSTON W W T P,"4952",Sewerage Systems,"1",MILLERS RIVER,MA0100161_1
,,1,{202F9EA7-D797-4B0A-AEE9-B65D017CD3BD},,,,,2020/11/16,,249014.78,1007.73,"MA,NH","01080202",Millers River,2.65971612764,0.110622664991,MA0100340,TEMPLETON W W T F,"4952",Sewerage Systems,"1",OTTER RIVER,MA0100340_1
,,1,{202F9EA7-D797-4B0A-AEE9-B65D017CD3BD},,,,,2020/11/16,,249014.78,1007.73,"MA,NH","01080202",Millers River,2.65971612764,0.110622664991,MA0100480,MARLBOROUGH WESTERLY W W T F,"4952",Sewerage Systems,"1",ASSABET RIVER,MA0100480_1
,,1,{202F9EA7-D797-4B0A-AEE9-B65D017CD3BD},,,,,2020/11/16,,249014.78,1007.73,"MA,NH","01080202",Millers River,2.65971612764,0.110622664991,MA0100994,GARDNER W W T F,"4952",Sewerage Systems,"1",OTTER RIVER,MA0100994_1
,,1,{202F9EA7-D797-4B0A-AEE9-B65D017CD3BD},,,,,2020/11/16,,249014.78,1007.73,"MA,NH","01080202",Millers River,2.65971612764,0.110622664991,MA0100994,GARDNER W W T F,"4952",Sewerage Systems,"3",OTTER RIVER,MA0100994_3
,,1,{202F9EA7-D797-4B0A-AEE9-B65D017CD3BD},,,,,2020/11/16,,249014.78,1007.73,"MA,NH","01080202",Millers River,2.65971612764,0.110622664991,MA0101257,ORANGE W W T P,"4952",Sewerage Systems,"1",MILLERS RIVER,MA0101257_1
,,1,{202F9EA7-D797-4B0A-AEE9-B65D017CD3BD},,,,,2020/11/16,,249014.78,1007.73,"MA,NH","01080202",Millers River,2.65971612764,0.110622664991,MA0101516,ERVING P O T W #1,"4952",Sewerage Systems,"4",MILLERS RIVER,MA0101516_4
,,1,{202F9EA7-D797-4B0A-AEE9-B65D017CD3BD},,,,,2020/11/16,,249014.78,1007.73,"MA,NH","01080202",Millers River,2.65971612764,0.110622664991,MA0102776,ERVING POTW #3,"4952",Sewerage Systems,,UNNAMED BROOK TO MILLERS RIVER,MA0102776_NA
,,1,{202F9EA7-D797-4B0A-AEE9-B65D017CD3BD},,,,,2020/11/16,,249014.78,1007.73,"MA,NH","01080202",Millers River,2.65971612764,0.110622664991,MA0102776,ERVING POTW #3,"4952",Sewerage Systems,"1",UNNAMED BROOK TO MILLERS RIVER,MA0102776_1
,,1,{202F9EA7-D797-4B0A-AEE9-B65D017CD3BD},,,,,2020/11/16,,249014.78,1007.73,"MA,NH","01080202",Millers River,2.65971612764,0.110622664991,MAD000122,PRIVATE RESIDENCE,,,,,MAD000122_NA
