permit,facility,Outfall,key,permit_outfall,state,kg_N_TN_per_month,month_year,EXTERNAL_PERMIT_NMBR.x,FACILITY_NAME,SIC_CODES,SIC_DESCRIPTIONS,PERM_FEATURE_NMBR.x,STATE_WATER_BODY_NAME,LATITUDE83,LONGITUDE83,impute_lat,impute_lon,EXTERNAL_PERMIT_NMBR.y,PERM_FEATURE_NMBR.y,huc8,name,impute_name
NY0026697,NEW ROCHELLE SD,1,NY0026697_1_1995-01-31,NY0026697_1,NY,23815.873015873,1995-01-01,NY0026697,NEW ROCHELLE STP,4952,Sewerage Systems,1,LONG ISLAND SOUND,40.891194,-73.738667,NA,NA,NY0026697,1,02030203,Long Island Sound,NA
NY0026701,MAMARONECK SANITARY SD WWTP,1,NY0026701_1_1995-01-31,NY0026701_1,NY,20160.5442176871,1995-01-01,NY0026701,MAMARONECK (V) SANITARY SD,4952,Sewerage Systems,1,LONG ISLAND SOUND,41.155583,-74.671111,NA,NA,NA,NA,NA,Long Island Sound,Long Island Sound
NY0026786,PORT CHESTER SANITARY SD WWTP,1,NY0026786_1_1995-01-31,NY0026786_1,NY,7240.36281179138,1995-01-01,NY0026786,PORT CHESTER STP,4952,Sewerage Systems,1,BYRAM R,40.989194,-73.659278,NA,NA,NY0026786,1,02030203,Long Island Sound,NA
NY0021342,HUNTINGTON (T) STP,3,NY0021342_3_1995-02-28,NY0021342_3,NY,3034.92063492063,1995-02-01,NY0021342,HUNTINGTON SEWER DISTRICT STP,4952,Sewerage Systems,3,HUNTINGTON HARB,40.888056,-73.417861,NA,NA,NY0021342,3,02030201,Northern Long Island,NA
NY0026697,NEW ROCHELLE SD,1,NY0026697_1_1995-02-28,NY0026697_1,NY,21396.8253968254,1995-02-01,NY0026697,NEW ROCHELLE STP,4952,Sewerage Systems,1,LONG ISLAND SOUND,40.891194,-73.738667,NA,NA,NY0026697,1,02030203,Long Island Sound,NA
NY0026701,MAMARONECK SANITARY SD WWTP,1,NY0026701_1_1995-02-28,NY0026701_1,NY,18196.8253968254,1995-02-01,NY0026701,MAMARONECK (V) SANITARY SD,4952,Sewerage Systems,1,LONG ISLAND SOUND,41.155583,-74.671111,NA,NA,NA,NA,NA,Long Island Sound,Long Island Sound
NY0026778,PORT WASHINGTON WPCP,1,NY0026778_1_1995-02-28,NY0026778_1,NY,5879.36507936508,1995-02-01,NY0026778,PORT WASHINGTON WPCD,4952,Sewerage Systems,1,MANHASSET BAY,40.833611,-73.704444,NA,NA,NY0026778,1,02030201,Northern Long Island,NA
NY0026786,PORT CHESTER SANITARY SD WWTP,1,NY0026786_1_1995-02-28,NY0026786_1,NY,6539.68253968254,1995-02-01,NY0026786,PORT CHESTER STP,4952,Sewerage Systems,1,BYRAM R,40.989194,-73.659278,NA,NA,NY0026786,1,02030203,Long Island Sound,NA
NY0026999,GREAT NECK WPC DISTRICT,3,NY0026999_3_1995-02-28,NY0026999_3,NY,5726.98412698413,1995-02-01,NY0026999,GREAT NECK WPC DISTRICT,4952,Sewerage Systems,3,MANHASSET BAY,40.797722,-73.712139,NA,NA,NY0026999,3,02030201,Northern Long Island,NA
NY0021342,HUNTINGTON (T) STP,3,NY0021342_3_1995-03-31,NY0021342_3,NY,2910.20408163265,1995-03-01,NY0021342,HUNTINGTON SEWER DISTRICT STP,4952,Sewerage Systems,3,HUNTINGTON HARB,40.888056,-73.417861,NA,NA,NY0021342,3,02030201,Northern Long Island,NA
NY0026697,NEW ROCHELLE SD,1,NY0026697_1_1995-03-31,NY0026697_1,NY,22944.2176870748,1995-03-01,NY0026697,NEW ROCHELLE STP,4952,Sewerage Systems,1,LONG ISLAND SOUND,40.891194,-73.738667,NA,NA,NY0026697,1,02030203,Long Island Sound,NA
NY0026701,MAMARONECK SANITARY SD WWTP,1,NY0026701_1_1995-03-31,NY0026701_1,NY,19092.0634920635,1995-03-01,NY0026701,MAMARONECK (V) SANITARY SD,4952,Sewerage Systems,1,LONG ISLAND SOUND,41.155583,-74.671111,NA,NA,NA,NA,NA,Long Island Sound,Long Island Sound
NY0026778,PORT WASHINGTON WPCP,1,NY0026778_1_1995-03-31,NY0026778_1,NY,8055.78231292517,1995-03-01,NY0026778,PORT WASHINGTON WPCD,4952,Sewerage Systems,1,MANHASSET BAY,40.833611,-73.704444,NA,NA,NY0026778,1,02030201,Northern Long Island,NA
NY0026786,PORT CHESTER SANITARY SD WWTP,1,NY0026786_1_1995-03-31,NY0026786_1,NY,7366.89342403628,1995-03-01,NY0026786,PORT CHESTER STP,4952,Sewerage Systems,1,BYRAM R,40.989194,-73.659278,NA,NA,NY0026786,1,02030203,Long Island Sound,NA
NY0026999,GREAT NECK WPC DISTRICT,3,NY0026999_3_1995-03-31,NY0026999_3,NY,6349.02494331066,1995-03-01,NY0026999,GREAT NECK WPC DISTRICT,4952,Sewerage Systems,3,MANHASSET BAY,40.797722,-73.712139,NA,NA,NY0026999,3,02030201,Northern Long Island,NA
NY0021342,HUNTINGTON (T) STP,3,NY0021342_3_1995-04-30,NY0021342_3,NY,2857.14285714286,1995-04-01,NY0021342,HUNTINGTON SEWER DISTRICT STP,4952,Sewerage Systems,3,HUNTINGTON HARB,40.888056,-73.417861,NA,NA,NY0021342,3,02030201,Northern Long Island,NA
NY0026697,NEW ROCHELLE SD,1,NY0026697_1_1995-04-30,NY0026697_1,NY,21836.7346938776,1995-04-01,NY0026697,NEW ROCHELLE STP,4952,Sewerage Systems,1,LONG ISLAND SOUND,40.891194,-73.738667,NA,NA,NY0026697,1,02030203,Long Island Sound,NA
NY0026701,MAMARONECK SANITARY SD WWTP,1,NY0026701_1_1995-04-30,NY0026701_1,NY,17809.5238095238,1995-04-01,NY0026701,MAMARONECK (V) SANITARY SD,4952,Sewerage Systems,1,LONG ISLAND SOUND,41.155583,-74.671111,NA,NA,NA,NA,NA,Long Island Sound,Long Island Sound
NY0026778,PORT WASHINGTON WPCP,1,NY0026778_1_1995-04-30,NY0026778_1,NY,7183.67346938775,1995-04-01,NY0026778,PORT WASHINGTON WPCD,4952,Sewerage Systems,1,MANHASSET BAY,40.833611,-73.704444,NA,NA,NY0026778,1,02030201,Northern Long Island,NA
NY0026786,PORT CHESTER SANITARY SD WWTP,1,NY0026786_1_1995-04-30,NY0026786_1,NY,7170.06802721088,1995-04-01,NY0026786,PORT CHESTER STP,4952,Sewerage Systems,1,BYRAM R,40.989194,-73.659278,NA,NA,NY0026786,1,02030203,Long Island Sound,NA
NY0026999,GREAT NECK WPC DISTRICT,3,NY0026999_3_1995-04-30,NY0026999_3,NY,6700.68027210884,1995-04-01,NY0026999,GREAT NECK WPC DISTRICT,4952,Sewerage Systems,3,MANHASSET BAY,40.797722,-73.712139,NA,NA,NY0026999,3,02030201,Northern Long Island,NA
NY0021342,HUNTINGTON (T) STP,3,NY0021342_3_1995-05-31,NY0021342_3,NY,1785.48752834467,1995-05-01,NY0021342,HUNTINGTON SEWER DISTRICT STP,4952,Sewerage Systems,3,HUNTINGTON HARB,40.888056,-73.417861,NA,NA,NY0021342,3,02030201,Northern Long Island,NA
NY0026697,NEW ROCHELLE SD,1,NY0026697_1_1995-05-31,NY0026697_1,NY,22114.7392290249,1995-05-01,NY0026697,NEW ROCHELLE STP,4952,Sewerage Systems,1,LONG ISLAND SOUND,40.891194,-73.738667,NA,NA,NY0026697,1,02030203,Long Island Sound,NA
NY0026701,MAMARONECK SANITARY SD WWTP,1,NY0026701_1_1995-05-31,NY0026701_1,NY,18093.8775510204,1995-05-01,NY0026701,MAMARONECK (V) SANITARY SD,4952,Sewerage Systems,1,LONG ISLAND SOUND,41.155583,-74.671111,NA,NA,NA,NA,NA,Long Island Sound,Long Island Sound
NY0026778,PORT WASHINGTON WPCP,1,NY0026778_1_1995-05-31,NY0026778_1,NY,7943.31065759637,1995-05-01,NY0026778,PORT WASHINGTON WPCD,4952,Sewerage Systems,1,MANHASSET BAY,40.833611,-73.704444,NA,NA,NY0026778,1,02030201,Northern Long Island,NA
NY0026786,PORT CHESTER SANITARY SD WWTP,1,NY0026786_1_1995-05-31,NY0026786_1,NY,7465.30612244898,1995-05-01,NY0026786,PORT CHESTER STP,4952,Sewerage Systems,1,BYRAM R,40.989194,-73.659278,NA,NA,NY0026786,1,02030203,Long Island Sound,NA
NY0026999,GREAT NECK WPC DISTRICT,3,NY0026999_3_1995-05-31,NY0026999_3,NY,6228.1179138322,1995-05-01,NY0026999,GREAT NECK WPC DISTRICT,4952,Sewerage Systems,3,MANHASSET BAY,40.797722,-73.712139,NA,NA,NY0026999,3,02030201,Northern Long Island,NA
NY0021342,HUNTINGTON (T) STP,3,NY0021342_3_1995-06-30,NY0021342_3,NY,2748.29931972789,1995-06-01,NY0021342,HUNTINGTON SEWER DISTRICT STP,4952,Sewerage Systems,3,HUNTINGTON HARB,40.888056,-73.417861,NA,NA,NY0021342,3,02030201,Northern Long Island,NA
NY0026697,NEW ROCHELLE SD,1,NY0026697_1_1995-06-30,NY0026697_1,NY,21578.231292517,1995-06-01,NY0026697,NEW ROCHELLE STP,4952,Sewerage Systems,1,LONG ISLAND SOUND,40.891194,-73.738667,NA,NA,NY0026697,1,02030203,Long Island Sound,NA
NY0026701,MAMARONECK SANITARY SD WWTP,1,NY0026701_1_1995-06-30,NY0026701_1,NY,17401.3605442177,1995-06-01,NY0026701,MAMARONECK (V) SANITARY SD,4952,Sewerage Systems,1,LONG ISLAND SOUND,41.155583,-74.671111,NA,NA,NA,NA,NA,Long Island Sound,Long Island Sound
NY0026778,PORT WASHINGTON WPCP,1,NY0026778_1_1995-06-30,NY0026778_1,NY,6802.72108843537,1995-06-01,NY0026778,PORT WASHINGTON WPCD,4952,Sewerage Systems,1,MANHASSET BAY,40.833611,-73.704444,NA,NA,NY0026778,1,02030201,Northern Long Island,NA
NY0026786,PORT CHESTER SANITARY SD WWTP,1,NY0026786_1_1995-06-30,NY0026786_1,NY,7156.46258503401,1995-06-01,NY0026786,PORT CHESTER STP,4952,Sewerage Systems,1,BYRAM R,40.989194,-73.659278,NA,NA,NY0026786,1,02030203,Long Island Sound,NA
NY0026999,GREAT NECK WPC DISTRICT,3,NY0026999_3_1995-06-30,NY0026999_3,NY,7088.43537414966,1995-06-01,NY0026999,GREAT NECK WPC DISTRICT,4952,Sewerage Systems,3,MANHASSET BAY,40.797722,-73.712139,NA,NA,NY0026999,3,02030201,Northern Long Island,NA
NY0021342,HUNTINGTON (T) STP,3,NY0021342_3_1995-07-31,NY0021342_3,NY,2629.02494331066,1995-07-01,NY0021342,HUNTINGTON SEWER DISTRICT STP,4952,Sewerage Systems,3,HUNTINGTON HARB,40.888056,-73.417861,NA,NA,NY0021342,3,02030201,Northern Long Island,NA
NY0026697,NEW ROCHELLE SD,1,NY0026697_1_1995-07-31,NY0026697_1,NY,22199.0929705215,1995-07-01,NY0026697,NEW ROCHELLE STP,4952,Sewerage Systems,1,LONG ISLAND SOUND,40.891194,-73.738667,NA,NA,NY0026697,1,02030203,Long Island Sound,NA
NY0026701,MAMARONECK SANITARY SD WWTP,1,NY0026701_1_1995-07-31,NY0026701_1,NY,17868.9342403628,1995-07-01,NY0026701,MAMARONECK (V) SANITARY SD,4952,Sewerage Systems,1,LONG ISLAND SOUND,41.155583,-74.671111,NA,NA,NA,NA,NA,Long Island Sound,Long Island Sound
NY0026778,PORT WASHINGTON WPCP,1,NY0026778_1_1995-07-31,NY0026778_1,NY,7634.01360544218,1995-07-01,NY0026778,PORT WASHINGTON WPCD,4952,Sewerage Systems,1,MANHASSET BAY,40.833611,-73.704444,NA,NA,NY0026778,1,02030201,Northern Long Island,NA
NY0026786,PORT CHESTER SANITARY SD WWTP,1,NY0026786_1_1995-07-31,NY0026786_1,NY,7240.36281179138,1995-07-01,NY0026786,PORT CHESTER STP,4952,Sewerage Systems,1,BYRAM R,40.989194,-73.659278,NA,NA,NY0026786,1,02030203,Long Island Sound,NA
NY0026999,GREAT NECK WPC DISTRICT,3,NY0026999_3_1995-07-31,NY0026999_3,NY,6551.47392290249,1995-07-01,NY0026999,GREAT NECK WPC DISTRICT,4952,Sewerage Systems,3,MANHASSET BAY,40.797722,-73.712139,NA,NA,NY0026999,3,02030201,Northern Long Island,NA
NY0021342,HUNTINGTON (T) STP,3,NY0021342_3_1995-08-31,NY0021342_3,NY,2502.49433106576,1995-08-01,NY0021342,HUNTINGTON SEWER DISTRICT STP,4952,Sewerage Systems,3,HUNTINGTON HARB,40.888056,-73.417861,NA,NA,NY0021342,3,02030201,Northern Long Island,NA
NY0026697,NEW ROCHELLE SD,1,NY0026697_1_1995-08-31,NY0026697_1,NY,22058.5034013605,1995-08-01,NY0026697,NEW ROCHELLE STP,4952,Sewerage Systems,1,LONG ISLAND SOUND,40.891194,-73.738667,NA,NA,NY0026697,1,02030203,Long Island Sound,NA
NY0026701,MAMARONECK SANITARY SD WWTP,1,NY0026701_1_1995-08-31,NY0026701_1,NY,18079.8185941043,1995-08-01,NY0026701,MAMARONECK (V) SANITARY SD,4952,Sewerage Systems,1,LONG ISLAND SOUND,41.155583,-74.671111,NA,NA,NA,NA,NA,Long Island Sound,Long Island Sound
NY0026778,PORT WASHINGTON WPCP,1,NY0026778_1_1995-08-31,NY0026778_1,NY,6692.06349206349,1995-08-01,NY0026778,PORT WASHINGTON WPCD,4952,Sewerage Systems,1,MANHASSET BAY,40.833611,-73.704444,NA,NA,NY0026778,1,02030201,Northern Long Island,NA
NY0026786,PORT CHESTER SANITARY SD WWTP,1,NY0026786_1_1995-08-31,NY0026786_1,NY,7141.95011337868,1995-08-01,NY0026786,PORT CHESTER STP,4952,Sewerage Systems,1,BYRAM R,40.989194,-73.659278,NA,NA,NY0026786,1,02030203,Long Island Sound,NA
NY0026999,GREAT NECK WPC DISTRICT,3,NY0026999_3_1995-08-31,NY0026999_3,NY,6214.0589569161,1995-08-01,NY0026999,GREAT NECK WPC DISTRICT,4952,Sewerage Systems,3,MANHASSET BAY,40.797722,-73.712139,NA,NA,NY0026999,3,02030201,Northern Long Island,NA
NY0021342,HUNTINGTON (T) STP,3,NY0021342_3_1995-09-30,NY0021342_3,NY,2993.19727891156,1995-09-01,NY0021342,HUNTINGTON SEWER DISTRICT STP,4952,Sewerage Systems,3,HUNTINGTON HARB,40.888056,-73.417861,NA,NA,NY0021342,3,02030201,Northern Long Island,NA
NY0026697,NEW ROCHELLE SD,1,NY0026697_1_1995-09-30,NY0026697_1,NY,21605.4421768707,1995-09-01,NY0026697,NEW ROCHELLE STP,4952,Sewerage Systems,1,LONG ISLAND SOUND,40.891194,-73.738667,NA,NA,NY0026697,1,02030203,Long Island Sound,NA
NY0026701,MAMARONECK SANITARY SD WWTP,1,NY0026701_1_1995-09-30,NY0026701_1,NY,17170.0680272109,1995-09-01,NY0026701,MAMARONECK (V) SANITARY SD,4952,Sewerage Systems,1,LONG ISLAND SOUND,41.155583,-74.671111,NA,NA,NA,NA,NA,Long Island Sound,Long Island Sound
NY0026778,PORT WASHINGTON WPCP,1,NY0026778_1_1995-09-30,NY0026778_1,NY,5659.86394557823,1995-09-01,NY0026778,PORT WASHINGTON WPCD,4952,Sewerage Systems,1,MANHASSET BAY,40.833611,-73.704444,NA,NA,NY0026778,1,02030201,Northern Long Island,NA
NY0026786,PORT CHESTER SANITARY SD WWTP,1,NY0026786_1_1995-09-30,NY0026786_1,NY,6748.29931972789,1995-09-01,NY0026786,PORT CHESTER STP,4952,Sewerage Systems,1,BYRAM R,40.989194,-73.659278,NA,NA,NY0026786,1,02030203,Long Island Sound,NA
NY0026999,GREAT NECK WPC DISTRICT,3,NY0026999_3_1995-09-30,NY0026999_3,NY,6789.1156462585,1995-09-01,NY0026999,GREAT NECK WPC DISTRICT,4952,Sewerage Systems,3,MANHASSET BAY,40.797722,-73.712139,NA,NA,NY0026999,3,02030201,Northern Long Island,NA
NY0021342,HUNTINGTON (T) STP,3,NY0021342_3_1995-10-31,NY0021342_3,NY,3514.73922902494,1995-10-01,NY0021342,HUNTINGTON SEWER DISTRICT STP,4952,Sewerage Systems,3,HUNTINGTON HARB,40.888056,-73.417861,NA,NA,NY0021342,3,02030201,Northern Long Island,NA
NY0026697,NEW ROCHELLE SD,1,NY0026697_1_1995-10-31,NY0026697_1,NY,22114.7392290249,1995-10-01,NY0026697,NEW ROCHELLE STP,4952,Sewerage Systems,1,LONG ISLAND SOUND,40.891194,-73.738667,NA,NA,NY0026697,1,02030203,Long Island Sound,NA
NY0026701,MAMARONECK SANITARY SD WWTP,1,NY0026701_1_1995-10-31,NY0026701_1,NY,17447.1655328798,1995-10-01,NY0026701,MAMARONECK (V) SANITARY SD,4952,Sewerage Systems,1,LONG ISLAND SOUND,41.155583,-74.671111,NA,NA,NA,NA,NA,Long Island Sound,Long Island Sound
NY0026778,PORT WASHINGTON WPCP,1,NY0026778_1_1995-10-31,NY0026778_1,NY,5440.81632653061,1995-10-01,NY0026778,PORT WASHINGTON WPCD,4952,Sewerage Systems,1,MANHASSET BAY,40.833611,-73.704444,NA,NA,NY0026778,1,02030201,Northern Long Island,NA
NY0026786,PORT CHESTER SANITARY SD WWTP,1,NY0026786_1_1995-10-31,NY0026786_1,NY,6832.65306122449,1995-10-01,NY0026786,PORT CHESTER STP,4952,Sewerage Systems,1,BYRAM R,40.989194,-73.659278,NA,NA,NY0026786,1,02030203,Long Island Sound,NA
NY0026999,GREAT NECK WPC DISTRICT,3,NY0026999_3_1995-10-31,NY0026999_3,NY,6101.5873015873,1995-10-01,NY0026999,GREAT NECK WPC DISTRICT,4952,Sewerage Systems,3,MANHASSET BAY,40.797722,-73.712139,NA,NA,NY0026999,3,02030201,Northern Long Island,NA
NY0021342,HUNTINGTON (T) STP,3,NY0021342_3_1995-11-30,NY0021342_3,NY,3020.40816326531,1995-11-01,NY0021342,HUNTINGTON SEWER DISTRICT STP,4952,Sewerage Systems,3,HUNTINGTON HARB,40.888056,-73.417861,NA,NA,NY0021342,3,02030201,Northern Long Island,NA
NY0026697,NEW ROCHELLE SD,1,NY0026697_1_1995-11-30,NY0026697_1,NY,21006.8027210884,1995-11-01,NY0026697,NEW ROCHELLE STP,4952,Sewerage Systems,1,LONG ISLAND SOUND,40.891194,-73.738667,NA,NA,NY0026697,1,02030203,Long Island Sound,NA
NY0026701,MAMARONECK SANITARY SD WWTP,1,NY0026701_1_1995-11-30,NY0026701_1,NY,16462.5850340136,1995-11-01,NY0026701,MAMARONECK (V) SANITARY SD,4952,Sewerage Systems,1,LONG ISLAND SOUND,41.155583,-74.671111,NA,NA,NA,NA,NA,Long Island Sound,Long Island Sound
NY0026778,PORT WASHINGTON WPCP,1,NY0026778_1_1995-11-30,NY0026778_1,NY,7061.22448979592,1995-11-01,NY0026778,PORT WASHINGTON WPCD,4952,Sewerage Systems,1,MANHASSET BAY,40.833611,-73.704444,NA,NA,NY0026778,1,02030201,Northern Long Island,NA
NY0026786,PORT CHESTER SANITARY SD WWTP,1,NY0026786_1_1995-11-30,NY0026786_1,NY,6625.85034013605,1995-11-01,NY0026786,PORT CHESTER STP,4952,Sewerage Systems,1,BYRAM R,40.989194,-73.659278,NA,NA,NY0026786,1,02030203,Long Island Sound,NA
NY0026999,GREAT NECK WPC DISTRICT,3,NY0026999_3_1995-11-30,NY0026999_3,NY,6353.74149659864,1995-11-01,NY0026999,GREAT NECK WPC DISTRICT,4952,Sewerage Systems,3,MANHASSET BAY,40.797722,-73.712139,NA,NA,NY0026999,3,02030201,Northern Long Island,NA
NY0021342,HUNTINGTON (T) STP,3,NY0021342_3_1995-12-31,NY0021342_3,NY,3247.61904761905,1995-12-01,NY0021342,HUNTINGTON SEWER DISTRICT STP,4952,Sewerage Systems,3,HUNTINGTON HARB,40.888056,-73.417861,NA,NA,NY0021342,3,02030201,Northern Long Island,NA
NY0026697,NEW ROCHELLE SD,1,NY0026697_1_1995-12-31,NY0026697_1,NY,21847.619047619,1995-12-01,NY0026697,NEW ROCHELLE STP,4952,Sewerage Systems,1,LONG ISLAND SOUND,40.891194,-73.738667,NA,NA,NY0026697,1,02030203,Long Island Sound,NA
NY0026701,MAMARONECK SANITARY SD WWTP,1,NY0026701_1_1995-12-31,NY0026701_1,NY,16772.335600907,1995-12-01,NY0026701,MAMARONECK (V) SANITARY SD,4952,Sewerage Systems,1,LONG ISLAND SOUND,41.155583,-74.671111,NA,NA,NA,NA,NA,Long Island Sound,Long Island Sound
NY0026778,PORT WASHINGTON WPCP,1,NY0026778_1_1995-12-31,NY0026778_1,NY,8168.25396825397,1995-12-01,NY0026778,PORT WASHINGTON WPCD,4952,Sewerage Systems,1,MANHASSET BAY,40.833611,-73.704444,NA,NA,NY0026778,1,02030201,Northern Long Island,NA
NY0026786,PORT CHESTER SANITARY SD WWTP,1,NY0026786_1_1995-12-31,NY0026786_1,NY,6860.77097505669,1995-12-01,NY0026786,PORT CHESTER STP,4952,Sewerage Systems,1,BYRAM R,40.989194,-73.659278,NA,NA,NY0026786,1,02030203,Long Island Sound,NA
NY0026999,GREAT NECK WPC DISTRICT,3,NY0026999_3_1995-12-31,NY0026999_3,NY,6157.8231292517,1995-12-01,NY0026999,GREAT NECK WPC DISTRICT,4952,Sewerage Systems,3,MANHASSET BAY,40.797722,-73.712139,NA,NA,NY0026999,3,02030201,Northern Long Island,NA
NY0021342,HUNTINGTON (T) STP,3,NY0021342_3_1996-01-31,NY0021342_3,NY,4569.16099773243,1996-01-01,NY0021342,HUNTINGTON SEWER DISTRICT STP,4952,Sewerage Systems,3,HUNTINGTON HARB,40.888056,-73.417861,NA,NA,NY0021342,3,02030201,Northern Long Island,NA
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_1996-01-31,NY0026131_1,NY,497448.072562358,1996-01-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026191,NYCDEP - HUNT'S POINT WPCP,1,NY0026191_1_1996-01-31,NY0026191_1,NY,335039.002267574,1996-01-01,NY0026191,NYCDEP - HUNT'S POINT WPCP,4952,Sewerage Systems,1,UPPER EAST R,40.801389,-73.879583,NA,NA,NY0026191,1,02030102,Bronx,NA
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,1,NY0026239_1_1996-01-31,NY0026239_1,NY,108141.496598639,1996-01-01,NY0026239,NYCDEP - TALLMAN ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.797583,-73.841056,NA,NA,NY0026239,1,02030102,Bronx,NA
NY0026697,NEW ROCHELLE SD,1,NY0026697_1_1996-01-31,NY0026697_1,NY,21721.0884353741,1996-01-01,NY0026697,NEW ROCHELLE STP,4952,Sewerage Systems,1,LONG ISLAND SOUND,40.891194,-73.738667,NA,NA,NY0026697,1,02030203,Long Island Sound,NA
NY0026701,MAMARONECK SANITARY SD WWTP,1,NY0026701_1_1996-01-31,NY0026701_1,NY,15253.9682539683,1996-01-01,NY0026701,MAMARONECK (V) SANITARY SD,4952,Sewerage Systems,1,LONG ISLAND SOUND,41.155583,-74.671111,NA,NA,NA,NA,NA,Long Island Sound,Long Island Sound
NY0026778,PORT WASHINGTON WPCP,1,NY0026778_1_1996-01-31,NY0026778_1,NY,7830.83900226757,1996-01-01,NY0026778,PORT WASHINGTON WPCD,4952,Sewerage Systems,1,MANHASSET BAY,40.833611,-73.704444,NA,NA,NY0026778,1,02030201,Northern Long Island,NA
NY0026786,PORT CHESTER SANITARY SD WWTP,1,NY0026786_1_1996-01-31,NY0026786_1,NY,7001.36054421769,1996-01-01,NY0026786,PORT CHESTER STP,4952,Sewerage Systems,1,BYRAM R,40.989194,-73.659278,NA,NA,NY0026786,1,02030203,Long Island Sound,NA
NY0026999,GREAT NECK WPC DISTRICT,3,NY0026999_3_1996-01-31,NY0026999_3,NY,6424.9433106576,1996-01-01,NY0026999,GREAT NECK WPC DISTRICT,4952,Sewerage Systems,3,MANHASSET BAY,40.797722,-73.712139,NA,NA,NY0026999,3,02030201,Northern Long Island,NA
NY0021342,HUNTINGTON (T) STP,3,NY0021342_3_1996-02-29,NY0021342_3,NY,3787.75510204082,1996-02-01,NY0021342,HUNTINGTON SEWER DISTRICT STP,4952,Sewerage Systems,3,HUNTINGTON HARB,40.888056,-73.417861,NA,NA,NY0021342,3,02030201,Northern Long Island,NA
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_1996-02-29,NY0026131_1,NY,457858.049886621,1996-02-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026191,NYCDEP - HUNT'S POINT WPCP,1,NY0026191_1_1996-02-29,NY0026191_1,NY,312713.378684807,1996-02-01,NY0026191,NYCDEP - HUNT'S POINT WPCP,4952,Sewerage Systems,1,UPPER EAST R,40.801389,-73.879583,NA,NA,NY0026191,1,02030102,Bronx,NA
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,1,NY0026239_1_1996-02-29,NY0026239_1,NY,113882.53968254,1996-02-01,NY0026239,NYCDEP - TALLMAN ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.797583,-73.841056,NA,NA,NY0026239,1,02030102,Bronx,NA
NY0026697,NEW ROCHELLE SD,1,NY0026697_1_1996-02-29,NY0026697_1,NY,20411.79138322,1996-02-01,NY0026697,NEW ROCHELLE STP,4952,Sewerage Systems,1,LONG ISLAND SOUND,40.891194,-73.738667,NA,NA,NY0026697,1,02030203,Long Island Sound,NA
NY0026701,MAMARONECK SANITARY SD WWTP,1,NY0026701_1_1996-02-29,NY0026701_1,NY,14624.9433106576,1996-02-01,NY0026701,MAMARONECK (V) SANITARY SD,4952,Sewerage Systems,1,LONG ISLAND SOUND,41.155583,-74.671111,NA,NA,NA,NA,NA,Long Island Sound,Long Island Sound
NY0026778,PORT WASHINGTON WPCP,1,NY0026778_1_1996-02-29,NY0026778_1,NY,8469.84126984127,1996-02-01,NY0026778,PORT WASHINGTON WPCD,4952,Sewerage Systems,1,MANHASSET BAY,40.833611,-73.704444,NA,NA,NY0026778,1,02030201,Northern Long Island,NA
NY0026786,PORT CHESTER SANITARY SD WWTP,1,NY0026786_1_1996-02-29,NY0026786_1,NY,6483.90022675737,1996-02-01,NY0026786,PORT CHESTER STP,4952,Sewerage Systems,1,BYRAM R,40.989194,-73.659278,NA,NA,NY0026786,1,02030203,Long Island Sound,NA
NY0026999,GREAT NECK WPC DISTRICT,3,NY0026999_3_1996-02-29,NY0026999_3,NY,5642.1768707483,1996-02-01,NY0026999,GREAT NECK WPC DISTRICT,4952,Sewerage Systems,3,MANHASSET BAY,40.797722,-73.712139,NA,NA,NY0026999,3,02030201,Northern Long Island,NA
NY0021342,HUNTINGTON (T) STP,3,NY0021342_3_1996-03-31,NY0021342_3,NY,3078.91156462585,1996-03-01,NY0021342,HUNTINGTON SEWER DISTRICT STP,4952,Sewerage Systems,3,HUNTINGTON HARB,40.888056,-73.417861,NA,NA,NY0021342,3,02030201,Northern Long Island,NA
NY0026778,PORT WASHINGTON WPCP,1,NY0026778_1_1996-03-31,NY0026778_1,NY,8688.43537414966,1996-03-01,NY0026778,PORT WASHINGTON WPCD,4952,Sewerage Systems,1,MANHASSET BAY,40.833611,-73.704444,NA,NA,NY0026778,1,02030201,Northern Long Island,NA
NY0026999,GREAT NECK WPC DISTRICT,3,NY0026999_3_1996-03-31,NY0026999_3,NY,5932.8798185941,1996-03-01,NY0026999,GREAT NECK WPC DISTRICT,4952,Sewerage Systems,3,MANHASSET BAY,40.797722,-73.712139,NA,NA,NY0026999,3,02030201,Northern Long Island,NA
