permit,facility,Outfall,key,permit_outfall,state,kg_N_TN_per_month,month_year,EXTERNAL_PERMIT_NMBR.x,FACILITY_NAME,SIC_CODES,SIC_DESCRIPTIONS,PERM_FEATURE_NMBR.x,STATE_WATER_BODY_NAME,LATITUDE83,LONGITUDE83,impute_lat,impute_lon,EXTERNAL_PERMIT_NMBR.y,PERM_FEATURE_NMBR.y,huc8,name,impute_name
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2007-11-30,NY0026131_1,NY,439455.78231292515,2007-11-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2007-12-31,NY0026131_1,NY,454104.30839002266,2007-12-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2008-01-31,NY0026131_1,NY,489251.7006802722,2008-01-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2008-02-29,NY0026131_1,NY,457687.074829932,2008-02-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2008-03-31,NY0026131_1,NY,525804.9886621315,2008-03-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2008-04-30,NY0026131_1,NY,461224.48979591834,2008-04-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2008-05-31,NY0026131_1,NY,480816.32653061225,2008-05-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2008-06-30,NY0026131_1,NY,487074.8299319728,2008-06-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2008-07-31,NY0026131_1,NY,440045.3514739229,2008-07-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2008-08-31,NY0026131_1,NY,465351.4739229025,2008-08-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2008-09-30,NY0026131_1,NY,434013.60544217686,2008-09-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2008-10-31,NY0026131_1,NY,515963.71882086166,2008-10-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2008-11-30,NY0026131_1,NY,510204.0816326531,2008-11-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2008-12-31,NY0026131_1,NY,532834.4671201814,2008-12-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2009-01-31,NY0026131_1,NY,485034.0136054422,2009-01-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2009-02-28,NY0026131_1,NY,411428.57142857136,2009-02-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2009-03-31,NY0026131_1,NY,513151.92743764166,2009-03-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2009-04-30,NY0026131_1,NY,473469.38775510207,2009-04-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2009-05-31,NY0026131_1,NY,440045.3514739229,2009-05-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2009-06-30,NY0026131_1,NY,443537.4149659864,2009-06-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2009-07-31,NY0026131_1,NY,433015.873015873,2009-07-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2009-08-31,NY0026131_1,NY,402086.1678004535,2009-08-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2009-09-30,NY0026131_1,NY,412244.8979591836,2009-09-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2009-10-31,NY0026131_1,NY,423174.60317460314,2009-10-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2009-11-30,NY0026131_1,NY,436734.693877551,2009-11-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2009-12-31,NY0026131_1,NY,490657.5963718821,2009-12-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2010-01-31,NY0026131_1,NY,414739.2290249433,2010-01-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2010-02-28,NY0026131_1,NY,402539.68253968254,2010-02-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2010-03-31,NY0026131_1,NY,483628.1179138322,2010-03-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2010-04-30,NY0026131_1,NY,370068.0272108844,2010-04-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2010-05-31,NY0026131_1,NY,347256.2358276644,2010-05-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2010-06-30,NY0026131_1,NY,359183.6734693877,2010-06-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2010-07-31,NY0026131_1,NY,396462.5850340135,2010-07-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2010-08-31,NY0026131_1,NY,358503.4013605442,2010-08-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2010-09-30,NY0026131_1,NY,346938.775510204,2010-09-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2010-10-31,NY0026131_1,NY,327573.69614512473,2010-10-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2010-11-30,NY0026131_1,NY,327891.15646258503,2010-11-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2010-12-31,NY0026131_1,NY,340226.7573696145,2010-12-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2011-01-31,NY0026131_1,NY,368344.671201814,2011-01-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2011-02-28,NY0026131_1,NY,361904.7619047619,2011-02-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2011-03-31,NY0026131_1,NY,402086.1678004535,2011-03-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2011-04-30,NY0026131_1,NY,370068.0272108844,2011-04-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2011-05-31,NY0026131_1,NY,392244.8979591836,2011-05-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2011-06-30,NY0026131_1,NY,375510.2040816326,2011-06-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2011-07-31,NY0026131_1,NY,371156.462585034,2011-07-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2011-08-31,NY0026131_1,NY,331791.3832199547,2011-08-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2011-09-30,NY0026131_1,NY,325170.0680272109,2011-09-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2011-10-31,NY0026131_1,NY,348662.1315192744,2011-10-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2011-11-30,NY0026131_1,NY,322448.9795918367,2011-11-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2011-12-31,NY0026131_1,NY,388027.2108843537,2011-12-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2012-01-31,NY0026131_1,NY,328979.5918367347,2012-01-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2012-02-29,NY0026131_1,NY,318276.6439909297,2012-02-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2012-03-31,NY0026131_1,NY,321950.1133786848,2012-03-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2012-04-30,NY0026131_1,NY,312925.1700680272,2012-04-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2012-05-31,NY0026131_1,NY,326167.80045351473,2012-05-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2012-06-30,NY0026131_1,NY,337414.96598639456,2012-06-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2012-07-31,NY0026131_1,NY,299455.78231292515,2012-07-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2012-08-31,NY0026131_1,NY,306485.2607709751,2012-08-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2012-09-30,NY0026131_1,NY,276190.4761904762,2012-09-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2012-10-31,NY0026131_1,NY,247437.641723356,2012-10-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2012-11-30,NY0026131_1,NY,284353.74149659864,2012-11-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2012-12-31,NY0026131_1,NY,286802.7210884353,2012-12-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2013-01-31,NY0026131_1,NY,299455.78231292515,2013-01-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2013-02-28,NY0026131_1,NY,273015.873015873,2013-02-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2013-03-31,NY0026131_1,NY,316326.53061224485,2013-03-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2013-04-30,NY0026131_1,NY,304761.9047619048,2013-04-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2013-05-31,NY0026131_1,NY,239002.26757369612,2013-05-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2013-06-30,NY0026131_1,NY,213605.4421768707,2013-06-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2013-07-31,NY0026131_1,NY,170113.37868480725,2013-07-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2013-08-31,NY0026131_1,NY,165895.69160997734,2013-08-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2013-09-30,NY0026131_1,NY,138775.51020408163,2013-09-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2013-10-31,NY0026131_1,NY,165895.69160997734,2013-10-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2013-11-30,NY0026131_1,NY,191836.73469387752,2013-11-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2013-12-31,NY0026131_1,NY,234784.5804988662,2013-12-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2014-01-31,NY0026131_1,NY,293832.19954648527,2014-01-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2014-02-28,NY0026131_1,NY,274285.71428571426,2014-02-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2014-03-31,NY0026131_1,NY,309297.05215419503,2014-03-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2014-04-30,NY0026131_1,NY,292517.0068027211,2014-04-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2014-05-31,NY0026131_1,NY,267120.1814058957,2014-05-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2014-06-30,NY0026131_1,NY,174149.65986394556,2014-06-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2014-07-31,NY0026131_1,NY,153242.63038548754,2014-07-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2014-08-31,NY0026131_1,NY,156054.42176870746,2014-08-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2014-09-30,NY0026131_1,NY,179591.83673469385,2014-09-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2014-10-31,NY0026131_1,NY,157460.31746031746,2014-10-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2014-11-30,NY0026131_1,NY,180952.38095238095,2014-11-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2014-12-31,NY0026131_1,NY,226349.20634920633,2014-12-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2015-01-31,NY0026131_1,NY,251655.32879818592,2015-01-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2015-02-28,NY0026131_1,NY,229841.26984126985,2015-02-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2015-03-31,NY0026131_1,NY,292426.30385487527,2015-03-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2015-04-30,NY0026131_1,NY,254421.768707483,2015-04-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2015-05-31,NY0026131_1,NY,233378.68480725624,2015-05-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
NY0026131,NYCDEP - WARD'S ISLAND WPCP,1,NY0026131_1_2015-06-30,NY0026131_1,NY,232653.0612244898,2015-06-01,NY0026131,NYCDEP - WARD'S ISLAND WPCP,4952,Sewerage Systems,1,EAST R,40.787833,-73.919139,NA,NA,NA,NA,NA,East River,East River
