"permit","facility","Outfall","quant_avg","conc_avg","days_per_month","key","param","permit_outfall","permit_outfall_designator","state","kg_N_TN_per_month","month_year","EXTERNAL_PERMIT_NMBR.x","FACILITY_NAME","SIC_CODES","SIC_DESCRIPTIONS","PERM_FEATURE_NMBR.x","STATE_WATER_BODY_NAME","LATITUDE83","LONGITUDE83","impute_lat","impute_lon","EXTERNAL_PERMIT_NMBR.y","PERM_FEATURE_NMBR.y","huc8","name","impute_name"
"NY0026999","GREAT NECK WPC DISTRICT","3",406,NA,31,"NY0026999_3_1997-07-31","00600 - Nitrogen, Total (As N)","NY0026999_3","NY0026999_3_M","NY",5707.93650793651,"1997-07","NY0026999","GREAT NECK WPC DISTRICT","4952","Sewerage Systems","3","MANHASSET BAY",40.797722,-73.712139,NA,NA,"NY0026999","3","02030201","Northern Long Island",NA
"NY0022128","GREAT NECK (V) WPCP","1",216,NA,31,"NY0022128_1_1997-07-31","00600 - Nitrogen, Total (As N)","NY0022128_1","NY0022128_1_M","NY",3036.73469387755,"1997-07","NY0022128","GREAT NECK (V) WPCP","4952","Sewerage Systems","1","MANHASSET BAY",40.797694,-73.712083,NA,NA,"NY0022128","1","02030201","Northern Long Island",NA
"NY0021342","HUNTINGTON (T) STP","3",217,NA,31,"NY0021342_3_1997-07-31","00600 - Nitrogen, Total (As N)","NY0021342_3","NY0021342_3_M","NY",3050.79365079365,"1997-07","NY0021342","HUNTINGTON SEWER DISTRICT STP","4952","Sewerage Systems","3","HUNTINGTON HARB",40.888056,-73.417861,NA,NA,"NY0021342","3","02030201","Northern Long Island",NA
"NY0021822","OYSTER BAY WPCP","1",170,NA,31,"NY0021822_1_1997-07-31","00600 - Nitrogen, Total (As N)","NY0021822_1","NY0021822_1_B","NY",2390.02267573696,"1997-07","NY0021822","OYSTER BAY WPCP","4952","Sewerage Systems","1","OYSTER BAY",40.878222,-73.526778,NA,NA,"NY0021822","1","02030201","Northern Long Island",NA
"NY0026697","NEW ROCHELLE SD","1",1780,NA,31,"NY0026697_1_1997-07-31","00600 - Nitrogen, Total (As N)","NY0026697_1","NY0026697_1_A","NY",25024.9433106576,"1997-07","NY0026697","NEW ROCHELLE STP","4952","Sewerage Systems","1","LONG ISLAND SOUND",40.891194,-73.738667,NA,NA,"NY0026697","1","02030203","Long Island Sound",NA
"NY0026701","MAMARONECK SANITARY SD WWTP","1",1430,NA,31,"NY0026701_1_1997-07-31","00600 - Nitrogen, Total (As N)","NY0026701_1","NY0026701_1_A","NY",20104.3083900227,"1997-07","NY0026701","MAMARONECK (V) SANITARY SD","4952","Sewerage Systems","1","LONG ISLAND SOUND",41.155583,-74.671111,NA,NA,NA,NA,NA,"Long Island Sound","Long Island Sound"
"NY0026719","BLIND BROOK SD WWTP","1",228,NA,31,"NY0026719_1_1997-07-31","00600 - Nitrogen, Total (As N)","NY0026719_1","NY0026719_1_A","NY",3205.44217687075,"1997-07","NY0026719","BLIND BROOK SD WWTP","4952","Sewerage Systems","1","LONG ISLAND SOUND",40.945611,-73.669778,NA,NA,"NY0026719","1","02030203","Long Island Sound",NA
"NY0026786","PORT CHESTER SANITARY SD WWTP","1",527,NA,31,"NY0026786_1_1997-07-31","00600 - Nitrogen, Total (As N)","NY0026786_1","NY0026786_1_A","NY",7409.07029478458,"1997-07","NY0026786","PORT CHESTER STP","4952","Sewerage Systems","1","BYRAM R",40.989194,-73.659278,NA,NA,"NY0026786","1","02030203","Long Island Sound",NA
"NY0021750","PORT JEFFERSON SD#1 STP","1",91,13.7,31,"NY0021750_1_1997-07-31","00600 - Nitrogen, Total (As N)","NY0021750_1","NY0021750_1_M","NY",1279.36507936508,"1997-07","NY0021750","PORT JEFFERSON SD#1 STP","4952","Sewerage Systems","1","PORT JEFFERSON HARBOR",40.948583,-73.075639,NA,NA,"NY0021750","1","02030201","Northern Long Island",NA
"NY0023311","SUFFOLKCO SD#6 - KINGS PK STP","1",35,NA,31,"NY0023311_1_1997-07-31","00600 - Nitrogen, Total (As N)","NY0023311_1","NY0023311_1_A","NY",492.063492063492,"1997-07","NY0023311","SCSD#6 - KINGS PARK STP","4952","Sewerage Systems","1","SMITHTOWN BAY",40.895333,-73.227722,NA,NA,"NY0023311","1","02030201","Northern Long Island",NA
"NY0206644","SUFFOLKCO SD#21 SUNY","1",97,NA,31,"NY0206644_1_1997-07-31","00600 - Nitrogen, Total (As N)","NY0206644_1","NY0206644_1_M","NY",1363.71882086168,"1997-07","NY0206644","SUFFOLK CO SD#21 SUNY","4952","Sewerage Systems","1","PORT JEFFERSON HARBOR",40.951917,-73.073139,NA,NA,"NY0206644","1","02030201","Northern Long Island",NA
"NY0026131","WARD ISLAND WPC","1",35481,NA,31,"NY0026131_1_1997-07-31","00600 - Nitrogen, Total (As N)","NY0026131_1","NY0026131_1_A","NY",498825.850340136,"1997-07","NY0026131","NYCDEP - WARD'S ISLAND WPCP","4952","Sewerage Systems","1","EAST R",40.787833,-73.919139,NA,NA,NA,NA,NA,"East River","East River"
"NY0026191","HUNT'S POINT WPC","1",26122,NA,31,"NY0026191_1_1997-07-31","00600 - Nitrogen, Total (As N)","NY0026191_1","NY0026191_1_A","NY",367248.072562358,"1997-07","NY0026191","NYCDEP - HUNT'S POINT WPCP","4952","Sewerage Systems","1","UPPER EAST R",40.801389,-73.879583,NA,NA,"NY0026191","1","02030102","Bronx",NA
"NY0026239","TALLMANISLAND WPC","1",8419,NA,31,"NY0026239_1_1997-07-31","00600 - Nitrogen, Total (As N)","NY0026239_1","NY0026239_1_A","NY",118362.358276644,"1997-07","NY0026239","NYCDEP - TALLMAN ISLAND WPCP","4952","Sewerage Systems","1","EAST R",40.797583,-73.841056,NA,NA,"NY0026239","1","02030102","Bronx",NA
"NY0026620","GLEN COVE (C) WTP","1",880,NA,31,"NY0026620_1_1997-07-31","00600 - Nitrogen, Total (As N)","NY0026620_1","NY0026620_1_A","NY",12371.8820861678,"1997-07","NY0026620","GLEN COVE (C) WWTF","4952","Sewerage Systems","1","GLEN COVE CK",40.858722,-73.641667,NA,NA,"NY0026620","1","02030201","Northern Long Island",NA
"NY0026778","PORT WASHINGTON WPCP","1",425,NA,31,"NY0026778_1_1997-07-31","00600 - Nitrogen, Total (As N)","NY0026778_1","NY0026778_1_M","NY",5975.0566893424,"1997-07","NY0026778","PORT WASHINGTON WPCD","4952","Sewerage Systems","1","MANHASSET BAY",40.833611,-73.704444,NA,NA,"NY0026778","1","02030201","Northern Long Island",NA
"NY0026841","BELGRAVE WPCP","1",210,NA,31,"NY0026841_1_1997-07-31","00600 - Nitrogen, Total (As N)","NY0026841_1","NY0026841_1_A","NY",2952.38095238095,"1997-07","NY0026841","BELGRAVE WPCP","4952","Sewerage Systems","1","LITTLE NECK BAY",40.778861,-73.7425,NA,NA,"NY0026841","1","02030201","Northern Long Island",NA
"NY0022128","GREAT NECK (V) WPCP","1",161,NA,31,"NY0022128_1_1997-08-31","00600 - Nitrogen, Total (As N)","NY0022128_1","NY0022128_1_M","NY",2263.49206349206,"1997-08","NY0022128","GREAT NECK (V) WPCP","4952","Sewerage Systems","1","MANHASSET BAY",40.797694,-73.712083,NA,NA,"NY0022128","1","02030201","Northern Long Island",NA
"NY0021822","OYSTER BAY WPCP","1",198,NA,31,"NY0021822_1_1997-08-31","00600 - Nitrogen, Total (As N)","NY0021822_1","NY0021822_1_B","NY",2783.67346938776,"1997-08","NY0021822","OYSTER BAY WPCP","4952","Sewerage Systems","1","OYSTER BAY",40.878222,-73.526778,NA,NA,"NY0021822","1","02030201","Northern Long Island",NA
"NY0021342","HUNTINGTON (T) STP","3",271,NA,31,"NY0021342_3_1997-08-31","00600 - Nitrogen, Total (As N)","NY0021342_3","NY0021342_3_M","NY",3809.97732426304,"1997-08","NY0021342","HUNTINGTON SEWER DISTRICT STP","4952","Sewerage Systems","3","HUNTINGTON HARB",40.888056,-73.417861,NA,NA,"NY0021342","3","02030201","Northern Long Island",NA
"NY0021750","PORT JEFFERSON SD#1 STP","1",106,16.3,31,"NY0021750_1_1997-08-31","00600 - Nitrogen, Total (As N)","NY0021750_1","NY0021750_1_M","NY",1490.24943310658,"1997-08","NY0021750","PORT JEFFERSON SD#1 STP","4952","Sewerage Systems","1","PORT JEFFERSON HARBOR",40.948583,-73.075639,NA,NA,"NY0021750","1","02030201","Northern Long Island",NA
"NY0023311","SUFFOLKCO SD#6 - KINGS PK STP","1",38,NA,31,"NY0023311_1_1997-08-31","00600 - Nitrogen, Total (As N)","NY0023311_1","NY0023311_1_A","NY",534.240362811791,"1997-08","NY0023311","SCSD#6 - KINGS PARK STP","4952","Sewerage Systems","1","SMITHTOWN BAY",40.895333,-73.227722,NA,NA,"NY0023311","1","02030201","Northern Long Island",NA
"NY0026999","GREAT NECK WPC DISTRICT","3",444,NA,31,"NY0026999_3_1997-08-31","00600 - Nitrogen, Total (As N)","NY0026999_3","NY0026999_3_M","NY",6242.1768707483,"1997-08","NY0026999","GREAT NECK WPC DISTRICT","4952","Sewerage Systems","3","MANHASSET BAY",40.797722,-73.712139,NA,NA,"NY0026999","3","02030201","Northern Long Island",NA
"NY0206644","SUFFOLKCO SD#21 SUNY","1",76,NA,31,"NY0206644_1_1997-08-31","00600 - Nitrogen, Total (As N)","NY0206644_1","NY0206644_1_M","NY",1068.48072562358,"1997-08","NY0206644","SUFFOLK CO SD#21 SUNY","4952","Sewerage Systems","1","PORT JEFFERSON HARBOR",40.951917,-73.073139,NA,NA,"NY0206644","1","02030201","Northern Long Island",NA
"NY0026131","WARD ISLAND WPC","1",35891,NA,31,"NY0026131_1_1997-08-31","00600 - Nitrogen, Total (As N)","NY0026131_1","NY0026131_1_A","NY",504590.022675737,"1997-08","NY0026131","NYCDEP - WARD'S ISLAND WPCP","4952","Sewerage Systems","1","EAST R",40.787833,-73.919139,NA,NA,NA,NA,NA,"East River","East River"
"NY0026191","HUNT'S POINT WPC","1",26617,NA,31,"NY0026191_1_1997-08-31","00600 - Nitrogen, Total (As N)","NY0026191_1","NY0026191_1_A","NY",374207.256235828,"1997-08","NY0026191","NYCDEP - HUNT'S POINT WPCP","4952","Sewerage Systems","1","UPPER EAST R",40.801389,-73.879583,NA,NA,"NY0026191","1","02030102","Bronx",NA
"NY0026239","TALLMANISLAND WPC","1",8359,NA,31,"NY0026239_1_1997-08-31","00600 - Nitrogen, Total (As N)","NY0026239_1","NY0026239_1_A","NY",117518.820861678,"1997-08","NY0026239","NYCDEP - TALLMAN ISLAND WPCP","4952","Sewerage Systems","1","EAST R",40.797583,-73.841056,NA,NA,"NY0026239","1","02030102","Bronx",NA
"NY0026620","GLEN COVE (C) WTP","1",621,NA,31,"NY0026620_1_1997-08-31","00600 - Nitrogen, Total (As N)","NY0026620_1","NY0026620_1_A","NY",8730.61224489796,"1997-08","NY0026620","GLEN COVE (C) WWTF","4952","Sewerage Systems","1","GLEN COVE CK",40.858722,-73.641667,NA,NA,"NY0026620","1","02030201","Northern Long Island",NA
"NY0026697","NEW ROCHELLE SD","1",1778,NA,31,"NY0026697_1_1997-08-31","00600 - Nitrogen, Total (As N)","NY0026697_1","NY0026697_1_A","NY",24996.8253968254,"1997-08","NY0026697","NEW ROCHELLE STP","4952","Sewerage Systems","1","LONG ISLAND SOUND",40.891194,-73.738667,NA,NA,"NY0026697","1","02030203","Long Island Sound",NA
"NY0026701","MAMARONECK SANITARY SD WWTP","1",1415,NA,31,"NY0026701_1_1997-08-31","00600 - Nitrogen, Total (As N)","NY0026701_1","NY0026701_1_A","NY",19893.4240362812,"1997-08","NY0026701","MAMARONECK (V) SANITARY SD","4952","Sewerage Systems","1","LONG ISLAND SOUND",41.155583,-74.671111,NA,NA,NA,NA,NA,"Long Island Sound","Long Island Sound"
"NY0026719","BLIND BROOK SD WWTP","1",254,NA,31,"NY0026719_1_1997-08-31","00600 - Nitrogen, Total (As N)","NY0026719_1","NY0026719_1_A","NY",3570.97505668934,"1997-08","NY0026719","BLIND BROOK SD WWTP","4952","Sewerage Systems","1","LONG ISLAND SOUND",40.945611,-73.669778,NA,NA,"NY0026719","1","02030203","Long Island Sound",NA
"NY0026778","PORT WASHINGTON WPCP","1",507,NA,31,"NY0026778_1_1997-08-31","00600 - Nitrogen, Total (As N)","NY0026778_1","NY0026778_1_M","NY",7127.89115646259,"1997-08","NY0026778","PORT WASHINGTON WPCD","4952","Sewerage Systems","1","MANHASSET BAY",40.833611,-73.704444,NA,NA,"NY0026778","1","02030201","Northern Long Island",NA
"NY0026786","PORT CHESTER SANITARY SD WWTP","1",528,NA,31,"NY0026786_1_1997-08-31","00600 - Nitrogen, Total (As N)","NY0026786_1","NY0026786_1_A","NY",7423.12925170068,"1997-08","NY0026786","PORT CHESTER STP","4952","Sewerage Systems","1","BYRAM R",40.989194,-73.659278,NA,NA,"NY0026786","1","02030203","Long Island Sound",NA
"NY0026841","BELGRAVE WPCP","1",170,NA,31,"NY0026841_1_1997-08-31","00600 - Nitrogen, Total (As N)","NY0026841_1","NY0026841_1_A","NY",2390.02267573696,"1997-08","NY0026841","BELGRAVE WPCP","4952","Sewerage Systems","1","LITTLE NECK BAY",40.778861,-73.7425,NA,NA,"NY0026841","1","02030201","Northern Long Island",NA
"NY0021342","HUNTINGTON (T) STP","3",240,NA,30,"NY0021342_3_1997-09-30","00600 - Nitrogen, Total (As N)","NY0021342_3","NY0021342_3_M","NY",3265.30612244898,"1997-09","NY0021342","HUNTINGTON SEWER DISTRICT STP","4952","Sewerage Systems","3","HUNTINGTON HARB",40.888056,-73.417861,NA,NA,"NY0021342","3","02030201","Northern Long Island",NA
"NY0026778","PORT WASHINGTON WPCP","1",542,NA,30,"NY0026778_1_1997-09-30","00600 - Nitrogen, Total (As N)","NY0026778_1","NY0026778_1_M","NY",7374.14965986395,"1997-09","NY0026778","PORT WASHINGTON WPCD","4952","Sewerage Systems","1","MANHASSET BAY",40.833611,-73.704444,NA,NA,"NY0026778","1","02030201","Northern Long Island",NA
"NY0026999","GREAT NECK WPC DISTRICT","3",361,NA,30,"NY0026999_3_1997-09-30","00600 - Nitrogen, Total (As N)","NY0026999_3","NY0026999_3_M","NY",4911.56462585034,"1997-09","NY0026999","GREAT NECK WPC DISTRICT","4952","Sewerage Systems","3","MANHASSET BAY",40.797722,-73.712139,NA,NA,"NY0026999","3","02030201","Northern Long Island",NA
"NY0021822","OYSTER BAY WPCP","1",168,NA,30,"NY0021822_1_1997-09-30","00600 - Nitrogen, Total (As N)","NY0021822_1","NY0021822_1_B","NY",2285.71428571429,"1997-09","NY0021822","OYSTER BAY WPCP","4952","Sewerage Systems","1","OYSTER BAY",40.878222,-73.526778,NA,NA,"NY0021822","1","02030201","Northern Long Island",NA
"NY0022128","GREAT NECK (V) WPCP","1",201,NA,30,"NY0022128_1_1997-09-30","00600 - Nitrogen, Total (As N)","NY0022128_1","NY0022128_1_M","NY",2734.69387755102,"1997-09","NY0022128","GREAT NECK (V) WPCP","4952","Sewerage Systems","1","MANHASSET BAY",40.797694,-73.712083,NA,NA,"NY0022128","1","02030201","Northern Long Island",NA
"NY0026620","GLEN COVE (C) WTP","1",876,NA,30,"NY0026620_1_1997-09-30","00600 - Nitrogen, Total (As N)","NY0026620_1","NY0026620_1_A","NY",11918.3673469388,"1997-09","NY0026620","GLEN COVE (C) WWTF","4952","Sewerage Systems","1","GLEN COVE CK",40.858722,-73.641667,NA,NA,"NY0026620","1","02030201","Northern Long Island",NA
"NY0026131","WARD ISLAND WPC","1",35928,NA,30,"NY0026131_1_1997-09-30","00600 - Nitrogen, Total (As N)","NY0026131_1","NY0026131_1_A","NY",488816.326530612,"1997-09","NY0026131","NYCDEP - WARD'S ISLAND WPCP","4952","Sewerage Systems","1","EAST R",40.787833,-73.919139,NA,NA,NA,NA,NA,"East River","East River"
"NY0026191","HUNT'S POINT WPC","1",26663,NA,30,"NY0026191_1_1997-09-30","00600 - Nitrogen, Total (As N)","NY0026191_1","NY0026191_1_A","NY",362761.904761905,"1997-09","NY0026191","NYCDEP - HUNT'S POINT WPCP","4952","Sewerage Systems","1","UPPER EAST R",40.801389,-73.879583,NA,NA,"NY0026191","1","02030102","Bronx",NA
"NY0026239","TALLMANISLAND WPC","1",8312,NA,30,"NY0026239_1_1997-09-30","00600 - Nitrogen, Total (As N)","NY0026239_1","NY0026239_1_A","NY",113088.43537415,"1997-09","NY0026239","NYCDEP - TALLMAN ISLAND WPCP","4952","Sewerage Systems","1","EAST R",40.797583,-73.841056,NA,NA,"NY0026239","1","02030102","Bronx",NA
"NY0026697","NEW ROCHELLE SD","1",1785,NA,30,"NY0026697_1_1997-09-30","00600 - Nitrogen, Total (As N)","NY0026697_1","NY0026697_1_A","NY",24285.7142857143,"1997-09","NY0026697","NEW ROCHELLE STP","4952","Sewerage Systems","1","LONG ISLAND SOUND",40.891194,-73.738667,NA,NA,"NY0026697","1","02030203","Long Island Sound",NA
"NY0026701","MAMARONECK SANITARY SD WWTP","1",1410,NA,30,"NY0026701_1_1997-09-30","00600 - Nitrogen, Total (As N)","NY0026701_1","NY0026701_1_A","NY",19183.6734693878,"1997-09","NY0026701","MAMARONECK (V) SANITARY SD","4952","Sewerage Systems","1","LONG ISLAND SOUND",41.155583,-74.671111,NA,NA,NA,NA,NA,"Long Island Sound","Long Island Sound"
"NY0026719","BLIND BROOK SD WWTP","1",242,NA,30,"NY0026719_1_1997-09-30","00600 - Nitrogen, Total (As N)","NY0026719_1","NY0026719_1_A","NY",3292.51700680272,"1997-09","NY0026719","BLIND BROOK SD WWTP","4952","Sewerage Systems","1","LONG ISLAND SOUND",40.945611,-73.669778,NA,NA,"NY0026719","1","02030203","Long Island Sound",NA
"NY0026786","PORT CHESTER SANITARY SD WWTP","1",536,NA,30,"NY0026786_1_1997-09-30","00600 - Nitrogen, Total (As N)","NY0026786_1","NY0026786_1_A","NY",7292.51700680272,"1997-09","NY0026786","PORT CHESTER STP","4952","Sewerage Systems","1","BYRAM R",40.989194,-73.659278,NA,NA,"NY0026786","1","02030203","Long Island Sound",NA
"NY0021750","PORT JEFFERSON SD#1 STP","1",88,14,30,"NY0021750_1_1997-09-30","00600 - Nitrogen, Total (As N)","NY0021750_1","NY0021750_1_M","NY",1197.27891156463,"1997-09","NY0021750","PORT JEFFERSON SD#1 STP","4952","Sewerage Systems","1","PORT JEFFERSON HARBOR",40.948583,-73.075639,NA,NA,"NY0021750","1","02030201","Northern Long Island",NA
"NY0023311","SUFFOLKCO SD#6 - KINGS PK STP","1",42,NA,30,"NY0023311_1_1997-09-30","00600 - Nitrogen, Total (As N)","NY0023311_1","NY0023311_1_A","NY",571.428571428571,"1997-09","NY0023311","SCSD#6 - KINGS PARK STP","4952","Sewerage Systems","1","SMITHTOWN BAY",40.895333,-73.227722,NA,NA,"NY0023311","1","02030201","Northern Long Island",NA
"NY0026841","BELGRAVE WPCP","1",151,NA,30,"NY0026841_1_1997-09-30","00600 - Nitrogen, Total (As N)","NY0026841_1","NY0026841_1_A","NY",2054.42176870748,"1997-09","NY0026841","BELGRAVE WPCP","4952","Sewerage Systems","1","LITTLE NECK BAY",40.778861,-73.7425,NA,NA,"NY0026841","1","02030201","Northern Long Island",NA
"NY0206644","SUFFOLKCO SD#21 SUNY","1",79,NA,30,"NY0206644_1_1997-09-30","00600 - Nitrogen, Total (As N)","NY0206644_1","NY0206644_1_M","NY",1074.82993197279,"1997-09","NY0206644","SUFFOLK CO SD#21 SUNY","4952","Sewerage Systems","1","PORT JEFFERSON HARBOR",40.951917,-73.073139,NA,NA,"NY0206644","1","02030201","Northern Long Island",NA
"NY0026620","GLEN COVE (C) WTP","1",955,NA,31,"NY0026620_1_1997-10-31","00600 - Nitrogen, Total (As N)","NY0026620_1","NY0026620_1_A","NY",13426.3038548753,"1997-10","NY0026620","GLEN COVE (C) WWTF","4952","Sewerage Systems","1","GLEN COVE CK",40.858722,-73.641667,NA,NA,"NY0026620","1","02030201","Northern Long Island",NA
"NY0021342","HUNTINGTON (T) STP","3",250,NA,31,"NY0021342_3_1997-10-31","00600 - Nitrogen, Total (As N)","NY0021342_3","NY0021342_3_M","NY",3514.73922902494,"1997-10","NY0021342","HUNTINGTON SEWER DISTRICT STP","4952","Sewerage Systems","3","HUNTINGTON HARB",40.888056,-73.417861,NA,NA,"NY0021342","3","02030201","Northern Long Island",NA
"NY0026999","GREAT NECK WPC DISTRICT","3",369,NA,31,"NY0026999_3_1997-10-31","00600 - Nitrogen, Total (As N)","NY0026999_3","NY0026999_3_M","NY",5187.75510204082,"1997-10","NY0026999","GREAT NECK WPC DISTRICT","4952","Sewerage Systems","3","MANHASSET BAY",40.797722,-73.712139,NA,NA,"NY0026999","3","02030201","Northern Long Island",NA
"NY0022128","GREAT NECK (V) WPCP","1",217,NA,31,"NY0022128_1_1997-10-31","00600 - Nitrogen, Total (As N)","NY0022128_1","NY0022128_1_M","NY",3050.79365079365,"1997-10","NY0022128","GREAT NECK (V) WPCP","4952","Sewerage Systems","1","MANHASSET BAY",40.797694,-73.712083,NA,NA,"NY0022128","1","02030201","Northern Long Island",NA
"NY0026841","BELGRAVE WPCP","1",183,NA,31,"NY0026841_1_1997-10-31","00600 - Nitrogen, Total (As N)","NY0026841_1","NY0026841_1_A","NY",2572.78911564626,"1997-10","NY0026841","BELGRAVE WPCP","4952","Sewerage Systems","1","LITTLE NECK BAY",40.778861,-73.7425,NA,NA,"NY0026841","1","02030201","Northern Long Island",NA
"NY0021822","OYSTER BAY WPCP","1",180,NA,31,"NY0021822_1_1997-10-31","00600 - Nitrogen, Total (As N)","NY0021822_1","NY0021822_1_B","NY",2530.61224489796,"1997-10","NY0021822","OYSTER BAY WPCP","4952","Sewerage Systems","1","OYSTER BAY",40.878222,-73.526778,NA,NA,"NY0021822","1","02030201","Northern Long Island",NA
"NY0026697","NEW ROCHELLE SD","1",1886,NA,31,"NY0026697_1_1997-10-31","00600 - Nitrogen, Total (As N)","NY0026697_1","NY0026697_1_A","NY",26515.1927437642,"1997-10","NY0026697","NEW ROCHELLE STP","4952","Sewerage Systems","1","LONG ISLAND SOUND",40.891194,-73.738667,NA,NA,"NY0026697","1","02030203","Long Island Sound",NA
"NY0026701","MAMARONECK SANITARY SD WWTP","1",1389,NA,31,"NY0026701_1_1997-10-31","00600 - Nitrogen, Total (As N)","NY0026701_1","NY0026701_1_A","NY",19527.8911564626,"1997-10","NY0026701","MAMARONECK (V) SANITARY SD","4952","Sewerage Systems","1","LONG ISLAND SOUND",41.155583,-74.671111,NA,NA,NA,NA,NA,"Long Island Sound","Long Island Sound"
"NY0026719","BLIND BROOK SD WWTP","1",232,NA,31,"NY0026719_1_1997-10-31","00600 - Nitrogen, Total (As N)","NY0026719_1","NY0026719_1_A","NY",3261.67800453515,"1997-10","NY0026719","BLIND BROOK SD WWTP","4952","Sewerage Systems","1","LONG ISLAND SOUND",40.945611,-73.669778,NA,NA,"NY0026719","1","02030203","Long Island Sound",NA
"NY0026778","PORT WASHINGTON WPCP","1",614,NA,31,"NY0026778_1_1997-10-31","00600 - Nitrogen, Total (As N)","NY0026778_1","NY0026778_1_M","NY",8632.19954648526,"1997-10","NY0026778","PORT WASHINGTON WPCD","4952","Sewerage Systems","1","MANHASSET BAY",40.833611,-73.704444,NA,NA,"NY0026778","1","02030201","Northern Long Island",NA
"NY0026786","PORT CHESTER SANITARY SD WWTP","1",542,NA,31,"NY0026786_1_1997-10-31","00600 - Nitrogen, Total (As N)","NY0026786_1","NY0026786_1_A","NY",7619.95464852608,"1997-10","NY0026786","PORT CHESTER STP","4952","Sewerage Systems","1","BYRAM R",40.989194,-73.659278,NA,NA,"NY0026786","1","02030203","Long Island Sound",NA
"NY0021750","PORT JEFFERSON SD#1 STP","1",113,18.6,31,"NY0021750_1_1997-10-31","00600 - Nitrogen, Total (As N)","NY0021750_1","NY0021750_1_M","NY",1588.66213151927,"1997-10","NY0021750","PORT JEFFERSON SD#1 STP","4952","Sewerage Systems","1","PORT JEFFERSON HARBOR",40.948583,-73.075639,NA,NA,"NY0021750","1","02030201","Northern Long Island",NA
"NY0023311","SUFFOLKCO SD#6 - KINGS PK STP","1",26,NA,31,"NY0023311_1_1997-10-31","00600 - Nitrogen, Total (As N)","NY0023311_1","NY0023311_1_A","NY",365.532879818594,"1997-10","NY0023311","SCSD#6 - KINGS PARK STP","4952","Sewerage Systems","1","SMITHTOWN BAY",40.895333,-73.227722,NA,NA,"NY0023311","1","02030201","Northern Long Island",NA
"NY0026131","WARD ISLAND WPC","1",35815,NA,31,"NY0026131_1_1997-10-31","00600 - Nitrogen, Total (As N)","NY0026131_1","NY0026131_1_A","NY",503521.541950113,"1997-10","NY0026131","NYCDEP - WARD'S ISLAND WPCP","4952","Sewerage Systems","1","EAST R",40.787833,-73.919139,NA,NA,NA,NA,NA,"East River","East River"
"NY0026191","HUNT'S POINT WPC","1",26534,NA,31,"NY0026191_1_1997-10-31","00600 - Nitrogen, Total (As N)","NY0026191_1","NY0026191_1_A","NY",373040.362811791,"1997-10","NY0026191","NYCDEP - HUNT'S POINT WPCP","4952","Sewerage Systems","1","UPPER EAST R",40.801389,-73.879583,NA,NA,"NY0026191","1","02030102","Bronx",NA
"NY0026239","TALLMANISLAND WPC","1",8263,NA,31,"NY0026239_1_1997-10-31","00600 - Nitrogen, Total (As N)","NY0026239_1","NY0026239_1_A","NY",116169.160997732,"1997-10","NY0026239","NYCDEP - TALLMAN ISLAND WPCP","4952","Sewerage Systems","1","EAST R",40.797583,-73.841056,NA,NA,"NY0026239","1","02030102","Bronx",NA
"NY0206644","SUFFOLKCO SD#21 SUNY","1",40,NA,31,"NY0206644_1_1997-10-31","00600 - Nitrogen, Total (As N)","NY0206644_1","NY0206644_1_M","NY",562.358276643991,"1997-10","NY0206644","SUFFOLK CO SD#21 SUNY","4952","Sewerage Systems","1","PORT JEFFERSON HARBOR",40.951917,-73.073139,NA,NA,"NY0206644","1","02030201","Northern Long Island",NA
"NY0022128","GREAT NECK (V) WPCP","1",207,NA,30,"NY0022128_1_1997-11-30","00600 - Nitrogen, Total (As N)","NY0022128_1","NY0022128_1_M","NY",2816.32653061224,"1997-11","NY0022128","GREAT NECK (V) WPCP","4952","Sewerage Systems","1","MANHASSET BAY",40.797694,-73.712083,NA,NA,"NY0022128","1","02030201","Northern Long Island",NA
"NY0026841","BELGRAVE WPCP","1",208,NA,30,"NY0026841_1_1997-11-30","00600 - Nitrogen, Total (As N)","NY0026841_1","NY0026841_1_A","NY",2829.93197278912,"1997-11","NY0026841","BELGRAVE WPCP","4952","Sewerage Systems","1","LITTLE NECK BAY",40.778861,-73.7425,NA,NA,"NY0026841","1","02030201","Northern Long Island",NA
"NY0026620","GLEN COVE (C) WTP","1",964,NA,30,"NY0026620_1_1997-11-30","00600 - Nitrogen, Total (As N)","NY0026620_1","NY0026620_1_A","NY",13115.6462585034,"1997-11","NY0026620","GLEN COVE (C) WWTF","4952","Sewerage Systems","1","GLEN COVE CK",40.858722,-73.641667,NA,NA,"NY0026620","1","02030201","Northern Long Island",NA
"NY0021342","HUNTINGTON (T) STP","3",268,NA,30,"NY0021342_3_1997-11-30","00600 - Nitrogen, Total (As N)","NY0021342_3","NY0021342_3_M","NY",3646.25850340136,"1997-11","NY0021342","HUNTINGTON SEWER DISTRICT STP","4952","Sewerage Systems","3","HUNTINGTON HARB",40.888056,-73.417861,NA,NA,"NY0021342","3","02030201","Northern Long Island",NA
"NY0026999","GREAT NECK WPC DISTRICT","3",399,NA,30,"NY0026999_3_1997-11-30","00600 - Nitrogen, Total (As N)","NY0026999_3","NY0026999_3_M","NY",5428.57142857143,"1997-11","NY0026999","GREAT NECK WPC DISTRICT","4952","Sewerage Systems","3","MANHASSET BAY",40.797722,-73.712139,NA,NA,"NY0026999","3","02030201","Northern Long Island",NA
