permit,facility,key,permit_outfall,kg_N_TN_per_month,month_year,outfall,state,LATITUDE83,LONGITUDE83,huc8,name,season
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_1992-07-31,NY0027073_1,54688.55,1992 Jul,1,NY,40.705722,-73.984389,NA,East River,summer
NY0026204,NYCDEP - NEWTOWN CREEK WPCP,NY0026204_1_1992-08-31,NY0026204_1,561817.53,1992 Aug,1,NY,40.731139,-73.965583,NA,East River,summer
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_1992-08-31,NY0026239_1,79116.53,1992 Aug,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_1992-08-31,NY0027073_1,51454.61,1992 Aug,1,NY,40.705722,-73.984389,NA,East River,summer
NY0026204,NYCDEP - NEWTOWN CREEK WPCP,NY0026204_1_1992-09-30,NY0026204_1,506191.3,1992 Sep,1,NY,40.731139,-73.965583,NA,East River,fall
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_1992-09-30,NY0026239_1,96976.55,1992 Sep,1,NY,40.797583,-73.841056,02030102,Bronx,fall
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_1992-09-30,NY0027073_1,41433.61,1992 Sep,1,NY,40.705722,-73.984389,NA,East River,fall
NY0026204,NYCDEP - NEWTOWN CREEK WPCP,NY0026204_1_1992-10-31,NY0026204_1,639354.43,1992 Oct,1,NY,40.731139,-73.965583,NA,East River,fall
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_1992-10-31,NY0026239_1,103371.2,1992 Oct,1,NY,40.797583,-73.841056,02030102,Bronx,fall
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_1992-10-31,NY0027073_1,34453.78,1992 Oct,1,NY,40.705722,-73.984389,NA,East River,fall
NY0026204,NYCDEP - NEWTOWN CREEK WPCP,NY0026204_1_1992-11-30,NY0026204_1,544611.62,1992 Nov,1,NY,40.731139,-73.965583,NA,East River,fall
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_1992-11-30,NY0026239_1,117637.8,1992 Nov,1,NY,40.797583,-73.841056,02030102,Bronx,fall
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_1992-11-30,NY0027073_1,30018.53,1992 Nov,1,NY,40.705722,-73.984389,NA,East River,fall
NY0026204,NYCDEP - NEWTOWN CREEK WPCP,NY0026204_1_1992-12-31,NY0026204_1,534972.51,1992 Dec,1,NY,40.731139,-73.965583,NA,East River,winter
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_1992-12-31,NY0026239_1,117961.28,1992 Dec,1,NY,40.797583,-73.841056,02030102,Bronx,winter
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_1992-12-31,NY0027073_1,48978.91,1992 Dec,1,NY,40.705722,-73.984389,NA,East River,winter
NY0026204,NYCDEP - NEWTOWN CREEK WPCP,NY0026204_1_1993-01-31,NY0026204_1,483443.67,1993 Jan,1,NY,40.731139,-73.965583,NA,East River,winter
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_1993-01-31,NY0026239_1,115107.04,1993 Jan,1,NY,40.797583,-73.841056,02030102,Bronx,winter
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_1993-01-31,NY0027073_1,55352.08,1993 Jan,1,NY,40.705722,-73.984389,NA,East River,winter
NY0026204,NYCDEP - NEWTOWN CREEK WPCP,NY0026204_1_1993-02-28,NY0026204_1,488915.73,1993 Feb,1,NY,40.731139,-73.965583,NA,East River,winter
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_1993-02-28,NY0026239_1,92842.72,1993 Feb,1,NY,40.797583,-73.841056,02030102,Bronx,winter
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_1993-02-28,NY0027073_1,80588.87,1993 Feb,1,NY,40.705722,-73.984389,NA,East River,winter
NY0026204,NYCDEP - NEWTOWN CREEK WPCP,NY0026204_1_1993-03-31,NY0026204_1,580727.29,1993 Mar,1,NY,40.731139,-73.965583,NA,East River,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_1993-03-31,NY0026239_1,142015.71,1993 Mar,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_1993-03-31,NY0027073_1,74693.75,1993 Mar,1,NY,40.705722,-73.984389,NA,East River,spring
NY0026204,NYCDEP - NEWTOWN CREEK WPCP,NY0026204_1_1993-04-30,NY0026204_1,529860.3,1993 Apr,1,NY,40.731139,-73.965583,NA,East River,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_1993-04-30,NY0026239_1,119625.21,1993 Apr,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_1993-04-30,NY0027073_1,60322.85,1993 Apr,1,NY,40.705722,-73.984389,NA,East River,spring
NY0026204,NYCDEP - NEWTOWN CREEK WPCP,NY0026204_1_1993-05-31,NY0026204_1,628765.41,1993 May,1,NY,40.731139,-73.965583,NA,East River,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_1993-05-31,NY0026239_1,145332.3,1993 May,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_1993-05-31,NY0027073_1,74983.3,1993 May,1,NY,40.705722,-73.984389,NA,East River,spring
NY0026204,NYCDEP - NEWTOWN CREEK WPCP,NY0026204_1_1993-06-30,NY0026204_1,532012.98,1993 Jun,1,NY,40.731139,-73.965583,NA,East River,summer
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_1993-06-30,NY0026239_1,91955.06,1993 Jun,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_1993-06-30,NY0027073_1,72864.39,1993 Jun,1,NY,40.705722,-73.984389,NA,East River,summer
NY0026204,NYCDEP - NEWTOWN CREEK WPCP,NY0026204_1_1993-07-31,NY0026204_1,630457.85,1993 Jul,1,NY,40.731139,-73.965583,NA,East River,summer
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_1993-07-31,NY0026239_1,76582.21,1993 Jul,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_1993-07-31,NY0027073_1,61682.68,1993 Jul,1,NY,40.705722,-73.984389,NA,East River,summer
NY0026204,NYCDEP - NEWTOWN CREEK WPCP,NY0026204_1_1993-08-31,NY0026204_1,671386.53,1993 Aug,1,NY,40.731139,-73.965583,NA,East River,summer
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_1993-08-31,NY0026239_1,98659.96,1993 Aug,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_1993-08-31,NY0027073_1,67683.2,1993 Aug,1,NY,40.705722,-73.984389,NA,East River,summer
NY0026204,NYCDEP - NEWTOWN CREEK WPCP,NY0026204_1_1993-09-30,NY0026204_1,528274.57,1993 Sep,1,NY,40.731139,-73.965583,NA,East River,fall
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_1993-09-30,NY0026239_1,89548.48,1993 Sep,1,NY,40.797583,-73.841056,02030102,Bronx,fall
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_1993-09-30,NY0027073_1,67138.33,1993 Sep,1,NY,40.705722,-73.984389,NA,East River,fall
NY0026204,NYCDEP - NEWTOWN CREEK WPCP,NY0026204_1_1993-10-31,NY0026204_1,694471.37,1993 Oct,1,NY,40.731139,-73.965583,NA,East River,fall
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_1993-10-31,NY0026239_1,101584.65,1993 Oct,1,NY,40.797583,-73.841056,02030102,Bronx,fall
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_1993-10-31,NY0027073_1,79580.16,1993 Oct,1,NY,40.705722,-73.984389,NA,East River,fall
NY0026204,NYCDEP - NEWTOWN CREEK WPCP,NY0026204_1_1993-11-30,NY0026204_1,622900.78,1993 Nov,1,NY,40.731139,-73.965583,NA,East River,fall
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_1993-11-30,NY0026239_1,125291.75,1993 Nov,1,NY,40.797583,-73.841056,02030102,Bronx,fall
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_1993-11-30,NY0027073_1,71958.33,1993 Nov,1,NY,40.705722,-73.984389,NA,East River,fall
NY0026204,NYCDEP - NEWTOWN CREEK WPCP,NY0026204_1_1993-12-31,NY0026204_1,601800.42,1993 Dec,1,NY,40.731139,-73.965583,NA,East River,winter
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_1993-12-31,NY0026239_1,111503.92,1993 Dec,1,NY,40.797583,-73.841056,02030102,Bronx,winter
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_1993-12-31,NY0027073_1,58712.09,1993 Dec,1,NY,40.705722,-73.984389,NA,East River,winter
NY0026204,NYCDEP - NEWTOWN CREEK WPCP,NY0026204_1_1994-01-31,NY0026204_1,704892.83,1994 Jan,1,NY,40.731139,-73.965583,NA,East River,winter
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_1994-01-31,NY0026239_1,121522.69,1994 Jan,1,NY,40.797583,-73.841056,02030102,Bronx,winter
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_1994-01-31,NY0027073_1,60499.1,1994 Jan,1,NY,40.705722,-73.984389,NA,East River,winter
NY0026204,NYCDEP - NEWTOWN CREEK WPCP,NY0026204_1_1994-02-28,NY0026204_1,543476.14,1994 Feb,1,NY,40.731139,-73.965583,NA,East River,winter
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_1994-02-28,NY0026239_1,107304.75,1994 Feb,1,NY,40.797583,-73.841056,02030102,Bronx,winter
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_1994-02-28,NY0027073_1,51890.29,1994 Feb,1,NY,40.705722,-73.984389,NA,East River,winter
NY0026204,NYCDEP - NEWTOWN CREEK WPCP,NY0026204_1_1994-03-31,NY0026204_1,632198.28,1994 Mar,1,NY,40.731139,-73.965583,NA,East River,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_1994-03-31,NY0026239_1,95987.54,1994 Mar,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_1994-03-31,NY0027073_1,70968.64,1994 Mar,1,NY,40.705722,-73.984389,NA,East River,spring
NY0026204,NYCDEP - NEWTOWN CREEK WPCP,NY0026204_1_1994-04-30,NY0026204_1,478292.36,1994 Apr,1,NY,40.731139,-73.965583,NA,East River,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_1994-04-30,NY0026239_1,84822.99,1994 Apr,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_1994-04-30,NY0027073_1,63487.79,1994 Apr,1,NY,40.705722,-73.984389,NA,East River,spring
NY0026204,NYCDEP - NEWTOWN CREEK WPCP,NY0026204_1_1994-05-31,NY0026204_1,518289.35,1994 May,1,NY,40.731139,-73.965583,NA,East River,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_1994-05-31,NY0026239_1,72933.56,1994 May,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_1994-05-31,NY0027073_1,53105.82,1994 May,1,NY,40.705722,-73.984389,NA,East River,spring
NY0026204,NYCDEP - NEWTOWN CREEK WPCP,NY0026204_1_1994-06-30,NY0026204_1,579654.13,1994 Jun,1,NY,40.731139,-73.965583,NA,East River,summer
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_1994-06-30,NY0026239_1,104281.82,1994 Jun,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_1994-06-30,NY0027073_1,49357.73,1994 Jun,1,NY,40.705722,-73.984389,NA,East River,summer
NY0026204,NYCDEP - NEWTOWN CREEK WPCP,NY0026204_1_1994-07-31,NY0026204_1,479892.17,1994 Jul,1,NY,40.731139,-73.965583,NA,East River,summer
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_1994-07-31,NY0026239_1,99737.68,1994 Jul,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_1994-07-31,NY0027073_1,43150.09,1994 Jul,1,NY,40.705722,-73.984389,NA,East River,summer
NY0026204,NYCDEP - NEWTOWN CREEK WPCP,NY0026204_1_1994-08-31,NY0026204_1,448806.38,1994 Aug,1,NY,40.731139,-73.965583,NA,East River,summer
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_1994-08-31,NY0026239_1,88289.31,1994 Aug,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_1994-08-31,NY0027073_1,48871.49,1994 Aug,1,NY,40.705722,-73.984389,NA,East River,summer
NY0026204,NYCDEP - NEWTOWN CREEK WPCP,NY0026204_1_1994-09-30,NY0026204_1,466461.58,1994 Sep,1,NY,40.731139,-73.965583,NA,East River,fall
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_1994-09-30,NY0026239_1,84012.47,1994 Sep,1,NY,40.797583,-73.841056,02030102,Bronx,fall
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_1994-09-30,NY0027073_1,53486.12,1994 Sep,1,NY,40.705722,-73.984389,NA,East River,fall
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2006-07-31,NY0026131_1,438639.46,2006 Jul,1,NY,40.787833,-73.919139,NA,East River,summer
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2006-08-31,NY0026131_1,348662.13,2006 Aug,1,NY,40.787833,-73.919139,NA,East River,summer
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2006-09-30,NY0026131_1,327891.16,2006 Sep,1,NY,40.787833,-73.919139,NA,East River,fall
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2006-10-31,NY0026131_1,359909.3,2006 Oct,1,NY,40.787833,-73.919139,NA,East River,fall
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2006-11-30,NY0026131_1,387755.1,2006 Nov,1,NY,40.787833,-73.919139,NA,East River,fall
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2006-12-31,NY0026131_1,434421.77,2006 Dec,1,NY,40.787833,-73.919139,NA,East River,winter
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2007-01-31,NY0026131_1,465351.47,2007 Jan,1,NY,40.787833,-73.919139,NA,East River,winter
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2007-02-28,NY0026131_1,430476.19,2007 Feb,1,NY,40.787833,-73.919139,NA,East River,winter
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2007-03-31,NY0026131_1,452698.41,2007 Mar,1,NY,40.787833,-73.919139,NA,East River,spring
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2007-04-30,NY0026131_1,440816.33,2007 Apr,1,NY,40.787833,-73.919139,NA,East River,spring
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2007-05-31,NY0026131_1,465351.47,2007 May,1,NY,40.787833,-73.919139,NA,East River,spring
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2007-06-30,NY0026131_1,442176.87,2007 Jun,1,NY,40.787833,-73.919139,NA,East River,summer
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2007-07-31,NY0026131_1,392244.9,2007 Jul,1,NY,40.787833,-73.919139,NA,East River,summer
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2007-08-31,NY0026131_1,390839,2007 Aug,1,NY,40.787833,-73.919139,NA,East River,summer
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2007-09-30,NY0026131_1,374149.66,2007 Sep,1,NY,40.787833,-73.919139,NA,East River,fall
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2007-10-31,NY0026131_1,423174.6,2007 Oct,1,NY,40.787833,-73.919139,NA,East River,fall
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2007-11-30,NY0026131_1,439455.78,2007 Nov,1,NY,40.787833,-73.919139,NA,East River,fall
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2007-12-31,NY0026131_1,454104.31,2007 Dec,1,NY,40.787833,-73.919139,NA,East River,winter
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2008-01-31,NY0026131_1,489251.7,2008 Jan,1,NY,40.787833,-73.919139,NA,East River,winter
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2008-02-29,NY0026131_1,457687.07,2008 Feb,1,NY,40.787833,-73.919139,NA,East River,winter
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2008-03-31,NY0026131_1,525804.99,2008 Mar,1,NY,40.787833,-73.919139,NA,East River,spring
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2008-04-30,NY0026131_1,461224.49,2008 Apr,1,NY,40.787833,-73.919139,NA,East River,spring
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2008-05-31,NY0026131_1,480816.33,2008 May,1,NY,40.787833,-73.919139,NA,East River,spring
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2008-06-30,NY0026131_1,487074.83,2008 Jun,1,NY,40.787833,-73.919139,NA,East River,summer
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2008-07-31,NY0026131_1,440045.35,2008 Jul,1,NY,40.787833,-73.919139,NA,East River,summer
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2008-08-31,NY0026131_1,465351.47,2008 Aug,1,NY,40.787833,-73.919139,NA,East River,summer
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2008-09-30,NY0026131_1,434013.61,2008 Sep,1,NY,40.787833,-73.919139,NA,East River,fall
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2008-10-31,NY0026131_1,515963.72,2008 Oct,1,NY,40.787833,-73.919139,NA,East River,fall
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2008-11-30,NY0026131_1,510204.08,2008 Nov,1,NY,40.787833,-73.919139,NA,East River,fall
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2008-12-31,NY0026131_1,532834.47,2008 Dec,1,NY,40.787833,-73.919139,NA,East River,winter
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2009-01-31,NY0026131_1,485034.01,2009 Jan,1,NY,40.787833,-73.919139,NA,East River,winter
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2009-02-28,NY0026131_1,411428.57,2009 Feb,1,NY,40.787833,-73.919139,NA,East River,winter
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2009-03-31,NY0026131_1,513151.93,2009 Mar,1,NY,40.787833,-73.919139,NA,East River,spring
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2009-04-30,NY0026131_1,473469.39,2009 Apr,1,NY,40.787833,-73.919139,NA,East River,spring
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2009-05-31,NY0026131_1,440045.35,2009 May,1,NY,40.787833,-73.919139,NA,East River,spring
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2009-06-30,NY0026131_1,443537.41,2009 Jun,1,NY,40.787833,-73.919139,NA,East River,summer
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2009-07-31,NY0026131_1,433015.87,2009 Jul,1,NY,40.787833,-73.919139,NA,East River,summer
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2009-08-31,NY0026131_1,402086.17,2009 Aug,1,NY,40.787833,-73.919139,NA,East River,summer
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2009-09-30,NY0026131_1,412244.9,2009 Sep,1,NY,40.787833,-73.919139,NA,East River,fall
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2009-10-31,NY0026131_1,423174.6,2009 Oct,1,NY,40.787833,-73.919139,NA,East River,fall
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2009-11-30,NY0026131_1,436734.69,2009 Nov,1,NY,40.787833,-73.919139,NA,East River,fall
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2009-12-31,NY0026131_1,490657.6,2009 Dec,1,NY,40.787833,-73.919139,NA,East River,winter
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2010-01-31,NY0026131_1,414739.23,2010 Jan,1,NY,40.787833,-73.919139,NA,East River,winter
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2010-02-28,NY0026131_1,402539.68,2010 Feb,1,NY,40.787833,-73.919139,NA,East River,winter
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2010-03-31,NY0026131_1,483628.12,2010 Mar,1,NY,40.787833,-73.919139,NA,East River,spring
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2010-04-30,NY0026131_1,370068.03,2010 Apr,1,NY,40.787833,-73.919139,NA,East River,spring
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2010-05-31,NY0026131_1,347256.24,2010 May,1,NY,40.787833,-73.919139,NA,East River,spring
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2010-06-30,NY0026131_1,359183.67,2010 Jun,1,NY,40.787833,-73.919139,NA,East River,summer
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2010-07-31,NY0026131_1,396462.59,2010 Jul,1,NY,40.787833,-73.919139,NA,East River,summer
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2010-08-31,NY0026131_1,358503.4,2010 Aug,1,NY,40.787833,-73.919139,NA,East River,summer
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2010-09-30,NY0026131_1,346938.78,2010 Sep,1,NY,40.787833,-73.919139,NA,East River,fall
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2010-10-31,NY0026131_1,327573.7,2010 Oct,1,NY,40.787833,-73.919139,NA,East River,fall
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2010-11-30,NY0026131_1,327891.16,2010 Nov,1,NY,40.787833,-73.919139,NA,East River,fall
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2010-12-31,NY0026131_1,340226.76,2010 Dec,1,NY,40.787833,-73.919139,NA,East River,winter
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2011-01-31,NY0026131_1,368344.67,2011 Jan,1,NY,40.787833,-73.919139,NA,East River,winter
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2011-02-28,NY0026131_1,361904.76,2011 Feb,1,NY,40.787833,-73.919139,NA,East River,winter
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2011-03-31,NY0026131_1,402086.17,2011 Mar,1,NY,40.787833,-73.919139,NA,East River,spring
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2011-04-30,NY0026131_1,370068.03,2011 Apr,1,NY,40.787833,-73.919139,NA,East River,spring
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2011-05-31,NY0026131_1,392244.9,2011 May,1,NY,40.787833,-73.919139,NA,East River,spring
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2011-06-30,NY0026131_1,375510.2,2011 Jun,1,NY,40.787833,-73.919139,NA,East River,summer
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2011-07-31,NY0026131_1,371156.46,2011 Jul,1,NY,40.787833,-73.919139,NA,East River,summer
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2011-08-31,NY0026131_1,331791.38,2011 Aug,1,NY,40.787833,-73.919139,NA,East River,summer
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2011-09-30,NY0026131_1,325170.07,2011 Sep,1,NY,40.787833,-73.919139,NA,East River,fall
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2011-10-31,NY0026131_1,348662.13,2011 Oct,1,NY,40.787833,-73.919139,NA,East River,fall
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2011-11-30,NY0026131_1,322448.98,2011 Nov,1,NY,40.787833,-73.919139,NA,East River,fall
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2011-12-31,NY0026131_1,388027.21,2011 Dec,1,NY,40.787833,-73.919139,NA,East River,winter
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2012-01-31,NY0026131_1,328979.59,2012 Jan,1,NY,40.787833,-73.919139,NA,East River,winter
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2012-02-29,NY0026131_1,318276.64,2012 Feb,1,NY,40.787833,-73.919139,NA,East River,winter
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2012-03-31,NY0026131_1,321950.11,2012 Mar,1,NY,40.787833,-73.919139,NA,East River,spring
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2012-04-30,NY0026131_1,312925.17,2012 Apr,1,NY,40.787833,-73.919139,NA,East River,spring
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2012-05-31,NY0026131_1,326167.8,2012 May,1,NY,40.787833,-73.919139,NA,East River,spring
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2012-06-30,NY0026131_1,337414.97,2012 Jun,1,NY,40.787833,-73.919139,NA,East River,summer
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2012-07-31,NY0026131_1,299455.78,2012 Jul,1,NY,40.787833,-73.919139,NA,East River,summer
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2012-08-31,NY0026131_1,306485.26,2012 Aug,1,NY,40.787833,-73.919139,NA,East River,summer
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2012-09-30,NY0026131_1,276190.48,2012 Sep,1,NY,40.787833,-73.919139,NA,East River,fall
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2012-10-31,NY0026131_1,247437.64,2012 Oct,1,NY,40.787833,-73.919139,NA,East River,fall
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2012-11-30,NY0026131_1,284353.74,2012 Nov,1,NY,40.787833,-73.919139,NA,East River,fall
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2012-12-31,NY0026131_1,286802.72,2012 Dec,1,NY,40.787833,-73.919139,NA,East River,winter
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2013-01-31,NY0026131_1,299455.78,2013 Jan,1,NY,40.787833,-73.919139,NA,East River,winter
