permit,facility,key,permit_outfall,kg_N_TN_per_month,month_year,outfall,state,LATITUDE83,LONGITUDE83,huc8,name,season
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2012-06,CT0100056_1,80727.81,2012 Jun,1,NA,41.157771,-73.212874,02030203,Long Island Sound,summer
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2012-07,CT0100056_1,63485.54,2012 Jul,1,NA,41.157771,-73.212874,02030203,Long Island Sound,summer
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2012-08,CT0100056_1,94507.48,2012 Aug,1,NA,41.157771,-73.212874,02030203,Long Island Sound,summer
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2012-09,CT0100056_1,83556.3,2012 Sep,1,NA,41.157771,-73.212874,02030203,Long Island Sound,fall
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2012-10,CT0100056_1,288340.81,2012 Oct,1,NA,41.157771,-73.212874,02030203,Long Island Sound,fall
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2012-11,CT0100056_1,73865.16,2012 Nov,1,NA,41.157771,-73.212874,02030203,Long Island Sound,fall
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2012-12,CT0100056_1,96708.48,2012 Dec,1,NA,41.157771,-73.212874,02030203,Long Island Sound,winter
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2013-01,CT0100056_1,110278.28,2013 Jan,1,NA,41.157771,-73.212874,02030203,Long Island Sound,winter
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2013-02,CT0100056_1,104339.22,2013 Feb,1,NA,41.157771,-73.212874,02030203,Long Island Sound,winter
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2013-03,CT0100056_1,131858.06,2013 Mar,1,NA,41.157771,-73.212874,02030203,Long Island Sound,spring
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2013-04,CT0100056_1,72031.24,2013 Apr,1,NA,41.157771,-73.212874,02030203,Long Island Sound,spring
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2013-05,CT0100056_1,80909.49,2013 May,1,NA,41.157771,-73.212874,02030203,Long Island Sound,spring
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2013-06,CT0100056_1,68877.81,2013 Jun,1,NA,41.157771,-73.212874,02030203,Long Island Sound,summer
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2013-07,CT0100056_1,79044.64,2013 Jul,1,NA,41.157771,-73.212874,02030203,Long Island Sound,summer
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2013-08,CT0100056_1,60559.04,2013 Aug,1,NA,41.157771,-73.212874,02030203,Long Island Sound,summer
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2013-09,CT0100056_1,53163.44,2013 Sep,1,NA,41.157771,-73.212874,02030203,Long Island Sound,fall
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2013-10,CT0100056_1,98132.26,2013 Oct,1,NA,41.157771,-73.212874,02030203,Long Island Sound,fall
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2013-11,CT0100056_1,92953.59,2013 Nov,1,NA,41.157771,-73.212874,02030203,Long Island Sound,fall
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2013-12,CT0100056_1,100265.32,2013 Dec,1,NA,41.157771,-73.212874,02030203,Long Island Sound,winter
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2014-01,CT0100056_1,74168.74,2014 Jan,1,NA,41.157771,-73.212874,02030203,Long Island Sound,winter
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2014-02,CT0100056_1,75181.75,2014 Feb,1,NA,41.157771,-73.212874,02030203,Long Island Sound,winter
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2014-03,CT0100056_1,92035.16,2014 Mar,1,NA,41.157771,-73.212874,02030203,Long Island Sound,spring
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2014-04,CT0100056_1,142553.05,2014 Apr,1,NA,41.157771,-73.212874,02030203,Long Island Sound,spring
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2014-05,CT0100056_1,96328.14,2014 May,1,NA,41.157771,-73.212874,02030203,Long Island Sound,spring
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2014-06,CT0100056_1,66011.13,2014 Jun,1,NA,41.157771,-73.212874,02030203,Long Island Sound,summer
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2014-07,CT0100056_1,78655.33,2014 Jul,1,NA,41.157771,-73.212874,02030203,Long Island Sound,summer
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2014-08,CT0100056_1,65237.37,2014 Aug,1,NA,41.157771,-73.212874,02030203,Long Island Sound,summer
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2014-09,CT0100056_1,72204.22,2014 Sep,1,NA,41.157771,-73.212874,02030203,Long Island Sound,fall
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2014-10,CT0100056_1,98756.22,2014 Oct,1,NA,41.157771,-73.212874,02030203,Long Island Sound,fall
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2014-11,CT0100056_1,75783.97,2014 Nov,1,NA,41.157771,-73.212874,02030203,Long Island Sound,fall
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2014-12,CT0100056_1,98532.1,2014 Dec,1,NA,41.157771,-73.212874,02030203,Long Island Sound,winter
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2015-01,CT0100056_1,115999.64,2015 Jan,1,NA,41.157771,-73.212874,02030203,Long Island Sound,winter
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2015-02,CT0100056_1,69082.94,2015 Feb,1,NA,41.157771,-73.212874,02030203,Long Island Sound,winter
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2015-03,CT0100056_1,93950.82,2015 Mar,1,NA,41.157771,-73.212874,02030203,Long Island Sound,spring
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2015-04,CT0100056_1,124825.82,2015 Apr,1,NA,41.157771,-73.212874,02030203,Long Island Sound,spring
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2015-05,CT0100056_1,51299.81,2015 May,1,NA,41.157771,-73.212874,02030203,Long Island Sound,spring
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2015-06,CT0100056_1,39356.98,2015 Jun,1,NA,41.157771,-73.212874,02030203,Long Island Sound,summer
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2015-07,CT0100056_1,60172.24,2015 Jul,1,NA,41.157771,-73.212874,02030203,Long Island Sound,summer
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2015-08,CT0100056_1,48474.09,2015 Aug,1,NA,41.157771,-73.212874,02030203,Long Island Sound,summer
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2015-09,CT0100056_1,54340.53,2015 Sep,1,NA,41.157771,-73.212874,02030203,Long Island Sound,fall
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2015-10,CT0100056_1,145454.04,2015 Oct,1,NA,41.157771,-73.212874,02030203,Long Island Sound,fall
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2015-11,CT0100056_1,125387.84,2015 Nov,1,NA,41.157771,-73.212874,02030203,Long Island Sound,fall
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2015-12,CT0100056_1,216605.17,2015 Dec,1,NA,41.157771,-73.212874,02030203,Long Island Sound,winter
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2016-01,CT0100056_1,134587.45,2016 Jan,1,NA,41.157771,-73.212874,02030203,Long Island Sound,winter
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2016-02,CT0100056_1,194139.07,2016 Feb,1,NA,41.157771,-73.212874,02030203,Long Island Sound,winter
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2016-03,CT0100056_1,161335.99,2016 Mar,1,NA,41.157771,-73.212874,02030203,Long Island Sound,spring
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2016-04,CT0100056_1,138695.44,2016 Apr,1,NA,41.157771,-73.212874,02030203,Long Island Sound,spring
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2016-05,CT0100056_1,150176.87,2016 May,1,NA,41.157771,-73.212874,02030203,Long Island Sound,spring
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2016-06,CT0100056_1,89952.65,2016 Jun,1,NA,41.157771,-73.212874,02030203,Long Island Sound,summer
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2016-07,CT0100056_1,100826.73,2016 Jul,1,NA,41.157771,-73.212874,02030203,Long Island Sound,summer
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2016-08,CT0100056_1,98917.31,2016 Aug,1,NA,41.157771,-73.212874,02030203,Long Island Sound,summer
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2016-09,CT0100056_1,116762.33,2016 Sep,1,NA,41.157771,-73.212874,02030203,Long Island Sound,fall
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2016-10,CT0100056_1,140034.45,2016 Oct,1,NA,41.157771,-73.212874,02030203,Long Island Sound,fall
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2016-11,CT0100056_1,175969.91,2016 Nov,1,NA,41.157771,-73.212874,02030203,Long Island Sound,fall
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2016-12,CT0100056_1,110744.92,2016 Dec,1,NA,41.157771,-73.212874,02030203,Long Island Sound,winter
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2017-01,CT0100056_1,112121.77,2017 Jan,1,NA,41.157771,-73.212874,02030203,Long Island Sound,winter
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2017-02,CT0100056_1,134804.24,2017 Feb,1,NA,41.157771,-73.212874,02030203,Long Island Sound,winter
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2017-03,CT0100056_1,250431.78,2017 Mar,1,NA,41.157771,-73.212874,02030203,Long Island Sound,spring
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2017-04,CT0100056_1,135912.32,2017 Apr,1,NA,41.157771,-73.212874,02030203,Long Island Sound,spring
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2017-05,CT0100056_1,122350.08,2017 May,1,NA,41.157771,-73.212874,02030203,Long Island Sound,spring
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2017-06,CT0100056_1,91734.05,2017 Jun,1,NA,41.157771,-73.212874,02030203,Long Island Sound,summer
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2017-07,CT0100056_1,90955.51,2017 Jul,1,NA,41.157771,-73.212874,02030203,Long Island Sound,summer
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2017-08,CT0100056_1,120516.92,2017 Aug,1,NA,41.157771,-73.212874,02030203,Long Island Sound,summer
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2017-09,CT0100056_1,95411.62,2017 Sep,1,NA,41.157771,-73.212874,02030203,Long Island Sound,fall
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2017-10,CT0100056_1,120066.47,2017 Oct,1,NA,41.157771,-73.212874,02030203,Long Island Sound,fall
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2017-11,CT0100056_1,109075.39,2017 Nov,1,NA,41.157771,-73.212874,02030203,Long Island Sound,fall
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2017-12,CT0100056_1,87104.82,2017 Dec,1,NA,41.157771,-73.212874,02030203,Long Island Sound,winter
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2018-01,CT0100056_1,167546.03,2018 Jan,1,NA,41.157771,-73.212874,02030203,Long Island Sound,winter
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2018-02,CT0100056_1,130884.58,2018 Feb,1,NA,41.157771,-73.212874,02030203,Long Island Sound,winter
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2018-03,CT0100056_1,244486.07,2018 Mar,1,NA,41.157771,-73.212874,02030203,Long Island Sound,spring
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2018-04,CT0100056_1,236378.16,2018 Apr,1,NA,41.157771,-73.212874,02030203,Long Island Sound,spring
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2018-05,CT0100056_1,286171.88,2018 May,1,NA,41.157771,-73.212874,02030203,Long Island Sound,spring
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2018-06,CT0100056_1,141514.32,2018 Jun,1,NA,41.157771,-73.212874,02030203,Long Island Sound,summer
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2018-07,CT0100056_1,131925.82,2018 Jul,1,NA,41.157771,-73.212874,02030203,Long Island Sound,summer
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2018-08,CT0100056_1,103422.4,2018 Aug,1,NA,41.157771,-73.212874,02030203,Long Island Sound,summer
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2018-09,CT0100056_1,148445.18,2018 Sep,1,NA,41.157771,-73.212874,02030203,Long Island Sound,fall
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2018-10,CT0100056_1,116394.91,2018 Oct,1,NA,41.157771,-73.212874,02030203,Long Island Sound,fall
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2018-11,CT0100056_1,155671.79,2018 Nov,1,NA,41.157771,-73.212874,02030203,Long Island Sound,fall
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2018-12,CT0100056_1,118956.45,2018 Dec,1,NA,41.157771,-73.212874,02030203,Long Island Sound,winter
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2019-01,CT0100056_1,192453.74,2019 Jan,1,NA,41.157771,-73.212874,02030203,Long Island Sound,winter
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2019-02,CT0100056_1,161358.03,2019 Feb,1,NA,41.157771,-73.212874,02030203,Long Island Sound,winter
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2019-03,CT0100056_1,141337.54,2019 Mar,1,NA,41.157771,-73.212874,02030203,Long Island Sound,spring
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2019-04,CT0100056_1,112143.97,2019 Apr,1,NA,41.157771,-73.212874,02030203,Long Island Sound,spring
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2019-05,CT0100056_1,137452.46,2019 May,1,NA,41.157771,-73.212874,02030203,Long Island Sound,spring
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2019-06,CT0100056_1,123302.06,2019 Jun,1,NA,41.157771,-73.212874,02030203,Long Island Sound,summer
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2019-07,CT0100056_1,126974.99,2019 Jul,1,NA,41.157771,-73.212874,02030203,Long Island Sound,summer
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2019-08,CT0100056_1,130193.81,2019 Aug,1,NA,41.157771,-73.212874,02030203,Long Island Sound,summer
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2019-09,CT0100056_1,129855.8,2019 Sep,1,NA,41.157771,-73.212874,02030203,Long Island Sound,fall
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2019-10,CT0100056_1,199088.46,2019 Oct,1,NA,41.157771,-73.212874,02030203,Long Island Sound,fall
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2019-11,CT0100056_1,124162.19,2019 Nov,1,NA,41.157771,-73.212874,02030203,Long Island Sound,fall
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2019-12,CT0100056_1,212653.66,2019 Dec,1,NA,41.157771,-73.212874,02030203,Long Island Sound,winter
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2020-01,CT0100056_1,119519.58,2020 Jan,1,NA,41.157771,-73.212874,02030203,Long Island Sound,winter
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2020-02,CT0100056_1,125304.51,2020 Feb,1,NA,41.157771,-73.212874,02030203,Long Island Sound,winter
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2020-03,CT0100056_1,124463.95,2020 Mar,1,NA,41.157771,-73.212874,02030203,Long Island Sound,spring
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2020-04,CT0100056_1,134791.7,2020 Apr,1,NA,41.157771,-73.212874,02030203,Long Island Sound,spring
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2020-05,CT0100056_1,85786.33,2020 May,1,NA,41.157771,-73.212874,02030203,Long Island Sound,spring
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2020-06,CT0100056_1,96035.84,2020 Jun,1,NA,41.157771,-73.212874,02030203,Long Island Sound,summer
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2020-07,CT0100056_1,125342.2,2020 Jul,1,NA,41.157771,-73.212874,02030203,Long Island Sound,summer
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2020-08,CT0100056_1,122874.37,2020 Aug,1,NA,41.157771,-73.212874,02030203,Long Island Sound,summer
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2020-09,CT0100056_1,135304.93,2020 Sep,1,NA,41.157771,-73.212874,02030203,Long Island Sound,fall
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2020-10,CT0100056_1,118062.88,2020 Oct,1,NA,41.157771,-73.212874,02030203,Long Island Sound,fall
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2020-11,CT0100056_1,92525.21,2020 Nov,1,NA,41.157771,-73.212874,02030203,Long Island Sound,fall
CT0100056,BRIDGEPORT WEST WPCF,CT0100056_1_2020-12,CT0100056_1,128501.98,2020 Dec,1,NA,41.157771,-73.212874,02030203,Long Island Sound,winter
CT0101087,STAMFORD WPCF,CT0101087_1_2002-01,CT0101087_1,144357.59,2002 Jan,1,NA,41.044717,-73.530941,01100006,Saugatuck,winter
CT0101087,STAMFORD WPCF,CT0101087_1_2002-02,CT0101087_1,103311.74,2002 Feb,1,NA,41.044717,-73.530941,01100006,Saugatuck,winter
CT0101087,STAMFORD WPCF,CT0101087_1_2002-03,CT0101087_1,107579.98,2002 Mar,1,NA,41.044717,-73.530941,01100006,Saugatuck,spring
CT0101087,STAMFORD WPCF,CT0101087_1_2002-04,CT0101087_1,120872.34,2002 Apr,1,NA,41.044717,-73.530941,01100006,Saugatuck,spring
CT0101087,STAMFORD WPCF,CT0101087_1_2002-05,CT0101087_1,110549.83,2002 May,1,NA,41.044717,-73.530941,01100006,Saugatuck,spring
CT0101087,STAMFORD WPCF,CT0101087_1_2002-06,CT0101087_1,98200.25,2002 Jun,1,NA,41.044717,-73.530941,01100006,Saugatuck,summer
CT0101087,STAMFORD WPCF,CT0101087_1_2002-07,CT0101087_1,89033.01,2002 Jul,1,NA,41.044717,-73.530941,01100006,Saugatuck,summer
CT0101087,STAMFORD WPCF,CT0101087_1_2002-08,CT0101087_1,70144.77,2002 Aug,1,NA,41.044717,-73.530941,01100006,Saugatuck,summer
CT0101087,STAMFORD WPCF,CT0101087_1_2002-09,CT0101087_1,108305.28,2002 Sep,1,NA,41.044717,-73.530941,01100006,Saugatuck,fall
CT0101087,STAMFORD WPCF,CT0101087_1_2002-10,CT0101087_1,100831.94,2002 Oct,1,NA,41.044717,-73.530941,01100006,Saugatuck,fall
CT0101087,STAMFORD WPCF,CT0101087_1_2002-11,CT0101087_1,88304.97,2002 Nov,1,NA,41.044717,-73.530941,01100006,Saugatuck,fall
CT0101087,STAMFORD WPCF,CT0101087_1_2002-12,CT0101087_1,129510.99,2002 Dec,1,NA,41.044717,-73.530941,01100006,Saugatuck,winter
CT0101087,STAMFORD WPCF,CT0101087_1_2003-01,CT0101087_1,95981.69,2003 Jan,1,NA,41.044717,-73.530941,01100006,Saugatuck,winter
CT0101087,STAMFORD WPCF,CT0101087_1_2003-02,CT0101087_1,99698.55,2003 Feb,1,NA,41.044717,-73.530941,01100006,Saugatuck,winter
CT0101087,STAMFORD WPCF,CT0101087_1_2003-03,CT0101087_1,101147.87,2003 Mar,1,NA,41.044717,-73.530941,01100006,Saugatuck,spring
CT0101087,STAMFORD WPCF,CT0101087_1_2003-04,CT0101087_1,99338.95,2003 Apr,1,NA,41.044717,-73.530941,01100006,Saugatuck,spring
CT0101087,STAMFORD WPCF,CT0101087_1_2003-05,CT0101087_1,105342.84,2003 May,1,NA,41.044717,-73.530941,01100006,Saugatuck,spring
CT0101087,STAMFORD WPCF,CT0101087_1_2003-06,CT0101087_1,132968,2003 Jun,1,NA,41.044717,-73.530941,01100006,Saugatuck,summer
CT0101087,STAMFORD WPCF,CT0101087_1_2003-07,CT0101087_1,82737.63,2003 Jul,1,NA,41.044717,-73.530941,01100006,Saugatuck,summer
CT0101087,STAMFORD WPCF,CT0101087_1_2003-08,CT0101087_1,93290.27,2003 Aug,1,NA,41.044717,-73.530941,01100006,Saugatuck,summer
CT0101087,STAMFORD WPCF,CT0101087_1_2003-09,CT0101087_1,117468.75,2003 Sep,1,NA,41.044717,-73.530941,01100006,Saugatuck,fall
CT0101087,STAMFORD WPCF,CT0101087_1_2003-10,CT0101087_1,97488.13,2003 Oct,1,NA,41.044717,-73.530941,01100006,Saugatuck,fall
CT0101087,STAMFORD WPCF,CT0101087_1_2003-11,CT0101087_1,71882.02,2003 Nov,1,NA,41.044717,-73.530941,01100006,Saugatuck,fall
CT0101087,STAMFORD WPCF,CT0101087_1_2003-12,CT0101087_1,113807.8,2003 Dec,1,NA,41.044717,-73.530941,01100006,Saugatuck,winter
CT0101087,STAMFORD WPCF,CT0101087_1_2004-01,CT0101087_1,86072.96,2004 Jan,1,NA,41.044717,-73.530941,01100006,Saugatuck,winter
CT0101087,STAMFORD WPCF,CT0101087_1_2004-02,CT0101087_1,67854.32,2004 Feb,1,NA,41.044717,-73.530941,01100006,Saugatuck,winter
CT0101087,STAMFORD WPCF,CT0101087_1_2004-03,CT0101087_1,93200.89,2004 Mar,1,NA,41.044717,-73.530941,01100006,Saugatuck,spring
CT0101087,STAMFORD WPCF,CT0101087_1_2004-04,CT0101087_1,91248.64,2004 Apr,1,NA,41.044717,-73.530941,01100006,Saugatuck,spring
CT0101087,STAMFORD WPCF,CT0101087_1_2004-05,CT0101087_1,92073.89,2004 May,1,NA,41.044717,-73.530941,01100006,Saugatuck,spring
CT0101087,STAMFORD WPCF,CT0101087_1_2004-06,CT0101087_1,88653.81,2004 Jun,1,NA,41.044717,-73.530941,01100006,Saugatuck,summer
CT0101087,STAMFORD WPCF,CT0101087_1_2004-07,CT0101087_1,76709.8,2004 Jul,1,NA,41.044717,-73.530941,01100006,Saugatuck,summer
CT0101087,STAMFORD WPCF,CT0101087_1_2004-08,CT0101087_1,84997.07,2004 Aug,1,NA,41.044717,-73.530941,01100006,Saugatuck,summer
CT0101087,STAMFORD WPCF,CT0101087_1_2004-09,CT0101087_1,108820.71,2004 Sep,1,NA,41.044717,-73.530941,01100006,Saugatuck,fall
CT0101087,STAMFORD WPCF,CT0101087_1_2004-10,CT0101087_1,97059.03,2004 Oct,1,NA,41.044717,-73.530941,01100006,Saugatuck,fall
CT0101087,STAMFORD WPCF,CT0101087_1_2004-11,CT0101087_1,87623.52,2004 Nov,1,NA,41.044717,-73.530941,01100006,Saugatuck,fall
CT0101087,STAMFORD WPCF,CT0101087_1_2004-12,CT0101087_1,119398.7,2004 Dec,1,NA,41.044717,-73.530941,01100006,Saugatuck,winter
CT0101087,STAMFORD WPCF,CT0101087_1_2005-01,CT0101087_1,136121.85,2005 Jan,1,NA,41.044717,-73.530941,01100006,Saugatuck,winter
CT0101087,STAMFORD WPCF,CT0101087_1_2005-02,CT0101087_1,116202.33,2005 Feb,1,NA,41.044717,-73.530941,01100006,Saugatuck,winter
CT0101087,STAMFORD WPCF,CT0101087_1_2005-03,CT0101087_1,127224.99,2005 Mar,1,NA,41.044717,-73.530941,01100006,Saugatuck,spring
CT0101087,STAMFORD WPCF,CT0101087_1_2005-04,CT0101087_1,85499.43,2005 Apr,1,NA,41.044717,-73.530941,01100006,Saugatuck,spring
CT0101087,STAMFORD WPCF,CT0101087_1_2005-05,CT0101087_1,78508.15,2005 May,1,NA,41.044717,-73.530941,01100006,Saugatuck,spring
CT0101087,STAMFORD WPCF,CT0101087_1_2005-06,CT0101087_1,41741.1,2005 Jun,1,NA,41.044717,-73.530941,01100006,Saugatuck,summer
CT0101087,STAMFORD WPCF,CT0101087_1_2005-07,CT0101087_1,48266.92,2005 Jul,1,NA,41.044717,-73.530941,01100006,Saugatuck,summer
CT0101087,STAMFORD WPCF,CT0101087_1_2005-08,CT0101087_1,77375.45,2005 Aug,1,NA,41.044717,-73.530941,01100006,Saugatuck,summer
CT0101087,STAMFORD WPCF,CT0101087_1_2005-09,CT0101087_1,79652.67,2005 Sep,1,NA,41.044717,-73.530941,01100006,Saugatuck,fall
CT0101087,STAMFORD WPCF,CT0101087_1_2005-10,CT0101087_1,71236.55,2005 Oct,1,NA,41.044717,-73.530941,01100006,Saugatuck,fall
CT0101087,STAMFORD WPCF,CT0101087_1_2005-11,CT0101087_1,39810.47,2005 Nov,1,NA,41.044717,-73.530941,01100006,Saugatuck,fall
CT0101087,STAMFORD WPCF,CT0101087_1_2005-12,CT0101087_1,92225.92,2005 Dec,1,NA,41.044717,-73.530941,01100006,Saugatuck,winter
CT0101087,STAMFORD WPCF,CT0101087_1_2006-01,CT0101087_1,212607.76,2006 Jan,1,NA,41.044717,-73.530941,01100006,Saugatuck,winter
CT0101087,STAMFORD WPCF,CT0101087_1_2006-02,CT0101087_1,87257.16,2006 Feb,1,NA,41.044717,-73.530941,01100006,Saugatuck,winter
CT0101087,STAMFORD WPCF,CT0101087_1_2006-03,CT0101087_1,98804.98,2006 Mar,1,NA,41.044717,-73.530941,01100006,Saugatuck,spring
CT0101087,STAMFORD WPCF,CT0101087_1_2006-04,CT0101087_1,129080.91,2006 Apr,1,NA,41.044717,-73.530941,01100006,Saugatuck,spring
CT0101087,STAMFORD WPCF,CT0101087_1_2006-05,CT0101087_1,178237.25,2006 May,1,NA,41.044717,-73.530941,01100006,Saugatuck,spring
CT0101087,STAMFORD WPCF,CT0101087_1_2006-06,CT0101087_1,44248.99,2006 Jun,1,NA,41.044717,-73.530941,01100006,Saugatuck,summer
CT0101087,STAMFORD WPCF,CT0101087_1_2006-07,CT0101087_1,33186.31,2006 Jul,1,NA,41.044717,-73.530941,01100006,Saugatuck,summer
CT0101087,STAMFORD WPCF,CT0101087_1_2006-08,CT0101087_1,39679.79,2006 Aug,1,NA,41.044717,-73.530941,01100006,Saugatuck,summer
CT0101087,STAMFORD WPCF,CT0101087_1_2006-09,CT0101087_1,31517.39,2006 Sep,1,NA,41.044717,-73.530941,01100006,Saugatuck,fall
CT0101087,STAMFORD WPCF,CT0101087_1_2006-10,CT0101087_1,51003.79,2006 Oct,1,NA,41.044717,-73.530941,01100006,Saugatuck,fall
CT0101087,STAMFORD WPCF,CT0101087_1_2006-11,CT0101087_1,60421.67,2006 Nov,1,NA,41.044717,-73.530941,01100006,Saugatuck,fall
CT0101087,STAMFORD WPCF,CT0101087_1_2006-12,CT0101087_1,29355.53,2006 Dec,1,NA,41.044717,-73.530941,01100006,Saugatuck,winter
CT0101087,STAMFORD WPCF,CT0101087_1_2007-01,CT0101087_1,32752.05,2007 Jan,1,NA,41.044717,-73.530941,01100006,Saugatuck,winter
CT0101087,STAMFORD WPCF,CT0101087_1_2007-02,CT0101087_1,82950.28,2007 Feb,1,NA,41.044717,-73.530941,01100006,Saugatuck,winter
